,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size,best_described_by
555,102,CL:13364,['TMED9'],0.07142857142857142,0.0442150366677071,6,Transmembrane emp24 domain-containing protein
556,102,CL:7243,['ABCC1'],0.07142857142857142,0.03697424149094729,5,"mixed, incl. TROVE domain, and ABC-type vitamin B12 transporter activity"
557,105,CL:6282,"['ERCC1', 'ERCC4']",0.05263157894736842,0.0038821753525665422,5,"Xeroderma pigmentosum group A, and XFE progeroid syndrome"
558,105,CL:6280,"['ERCC1', 'ERCC4']",0.05263157894736842,0.01638093406136445,10,"Nucleotide-excision repair complex, and XPG/Rad2 endonuclease, eukaryotes"
559,105,CL:3881,"['OTUB1', 'UBE2N']",0.05263157894736842,0.01638093406136445,10,"TICAM1, RIP1-mediated IKK complex recruitment, and Chondromalacia"
560,105,CL:3879,"['OTUB1', 'UBE2N']",0.05263157894736842,0.04527323921197014,17,"Synthesis of active ubiquitin: roles of E1 and E2 enzymes, and UBC13-UEV1A complex"
561,105,CL:6140,"['FANCE', 'FANCL', 'ERCC4', 'FANCD2', 'CHTF18', 'FANCF', 'ERCC1', 'FANCM', 'FANCB', 'FANCI', 'RNF8']",0.2894736842105263,0.004179497001365821,228,"DNA repair pathways, full network, and DNA-templated DNA replication"
562,105,CL:6142,"['FANCE', 'FANCL', 'ERCC4', 'FANCD2', 'CHTF18', 'FANCF', 'ERCC1', 'FANCM', 'FANCB', 'FANCI', 'RNF8']",0.2894736842105263,0.0028116024197069284,217,"DNA repair pathways, full network, and DNA-templated DNA replication"
563,105,CL:6143,"['FANCE', 'FANCL', 'ERCC4', 'FANCD2', 'FANCF', 'ERCC1', 'FANCM', 'FANCB', 'FANCI', 'RNF8']",0.2631578947368421,0.0007553230286462669,156,"DNA repair pathways, full network, and HDR through Homologous Recombination (HRR)"
564,105,CL:6145,"['FANCE', 'FANCL', 'ERCC4', 'FANCD2', 'FANCF', 'ERCC1', 'FANCM', 'FANCB', 'FANCI', 'RNF8']",0.2631578947368421,6.754532104199318e-05,117,"DNA repair pathways, full network, and HDR through Homologous Recombination (HRR)"
565,105,CL:6146,"['FANCE', 'FANCL', 'ERCC4', 'FANCD2', 'FANCF', 'ERCC1', 'FANCM', 'FANCB', 'FANCI', 'RNF8']",0.2631578947368421,2.1829470675138398e-05,103,"mixed, incl. Fanconi anemia pathway, and DNA repair complex"
566,105,CL:6305,"['FANCF', 'FANCE', 'FANCL', 'FANCM']",0.10526315789473684,4.89873638587732e-06,7,Fanconi anaemia nuclear complex
567,105,CL:6303,"['FANCE', 'FANCL', 'FANCF', 'FANCM', 'FANCB', 'FANCI']",0.15789473684210525,1.2615784778934994e-07,14,Fanconi anaemia nuclear complex
568,105,CL:6299,"['FANCE', 'FANCL', 'FANCD2', 'FANCF', 'FANCM', 'FANCB', 'FANCI']",0.18421052631578946,5.2087265555246585e-08,20,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I"
569,105,CL:6147,"['FANCE', 'FANCL', 'ERCC4', 'FANCD2', 'FANCF', 'ERCC1', 'FANCM', 'FANCB', 'FANCI', 'RNF8']",0.2631578947368421,1.1533423363858884e-05,96,"DNA repair pathways, full network, and HDR through Homologous Recombination (HRR)"
570,105,CL:6144,"['FANCE', 'FANCL', 'ERCC4', 'FANCD2', 'FANCF', 'ERCC1', 'FANCM', 'FANCB', 'FANCI', 'RNF8']",0.2631578947368421,0.00011972715229917096,125,"DNA repair pathways, full network, and HDR through Homologous Recombination (HRR)"
571,106,CL:18545,['DUSP12'],0.06666666666666667,0.0473098611577199,6,"mixed, incl. Regulation of polynucleotide adenylyltransferase activity, and Immediate early response"
572,106,CL:29590,['TCEAL3'],0.06666666666666667,0.03957279993268787,5,Transcription elongation factor A-like/Brain expressed X-linked
573,106,CL:12751,['PDCD2L'],0.06666666666666667,0.03957279993268787,5,"Programmed cell death protein 2, C-terminal, and Phosphoglucose isomerase"
574,106,CL:4009,['UBC'],0.06666666666666667,0.03957279993268787,5,"mixed, incl. Ubiquitinyl hydrolase, and Peptidase family C78"
575,106,CL:7701,['ANKRD49'],0.06666666666666667,0.0473098611577199,6,"mixed, incl. G-2 and S-phase expressed 1, and AMOP domain"
576,106,CL:6999,['MDM4'],0.06666666666666667,0.03957279993268787,5,"SWIB/MDM2 domain, and Fermentation"
577,106,CL:9724,['SLC31A1'],0.06666666666666667,0.03957279993268787,5,Menkes disease
578,107,CL:28775,"['EXT1', 'NDST2', 'EXT2']",0.01694915254237288,0.0220131852227019,7,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity"
579,107,CL:7115,"['PPHLN1', 'TASOR', 'MORC2']",0.01694915254237288,0.0220131852227019,7,"Morc, S5 domain 2-like, and Protein localization to heterochromatin"
580,108,CL:17813,"['NCKAP1L', 'ACTR3', 'BRK1', 'ARPC2', 'ACTR2', 'ARPC3', 'ARPC1B']",0.10294117647058823,0.017210982270112352,75,"mixed, incl. RHO GTPases Activate WASPs and WAVEs, and Actin nucleation"
581,108,CL:17814,"['NCKAP1L', 'ACTR3', 'BRK1', 'ARPC2', 'ACTR2', 'ARPC3', 'ARPC1B']",0.10294117647058823,0.004700089634324573,59,"mixed, incl. RHO GTPases Activate WASPs and WAVEs, and ADF-H/Gelsolin-like domain superfamily"
582,108,CL:17855,"['ACTR3', 'ARPC2', 'ACTR2', 'ARPC3', 'ARPC1B']",0.07352941176470588,2.157817007743168e-05,11,Arp2/3 protein complex
583,108,CL:17858,"['ACTR2', 'ARPC3', 'ARPC1B', 'ARPC2']",0.058823529411764705,2.289577575278267e-05,6,Arp2/3 protein complex
584,108,CL:17851,"['ACTR3', 'ARPC2', 'ACTR2', 'ARPC3', 'ARPC1B']",0.07352941176470588,0.0001769084893228088,16,"Arp2/3 protein complex, and Arp2/3 complex binding"
585,108,CL:14629,"['MLST8', 'RICTOR', 'MAPKAP1']",0.04411764705882353,0.008031879467006342,12,"TOR complex, and Tetratricopeptide repeat"
586,108,CL:17820,"['BRK1', 'NCKAP1L']",0.029411764705882353,0.012175978098991307,5,SCAR complex
587,108,CL:4329,"['COMMD10', 'COMMD4']",0.029411764705882353,0.012175978098991307,5,COMM domain
588,108,CL:4324,"['COMMD10', 'COMMD7', 'COMMD8', 'CCDC93', 'CCDC22', 'COMMD4']",0.08823529411764706,1.688396674557547e-05,17,"COMM domain, and Ritscher-Schinzel syndrome 1"
589,108,CL:17815,"['NCKAP1L', 'ACTR3', 'BRK1', 'ARPC2', 'ACTR2', 'ARPC3', 'ARPC1B']",0.10294117647058823,0.0001532015967117296,34,"RHO GTPases Activate WASPs and WAVEs, and Arp2/3 complex-mediated actin nucleation"
590,108,CL:4339,"['CCDC93', 'CCDC22']",0.029411764705882353,0.012175978098991307,5,"COMM domain, and Ritscher-Schinzel syndrome 1"
591,108,CL:4327,"['COMMD10', 'COMMD8', 'CCDC93', 'CCDC22', 'COMMD4']",0.07352941176470588,2.157817007743168e-05,11,COMM domain
592,108,CL:4322,"['COMMD10', 'COMMD7', 'COMMD8', 'CCDC93', 'CCDC22', 'COMMD4']",0.08823529411764706,0.004421964587004365,44,"mixed, incl. COMM domain, and Protein neddylation"
593,108,CL:14630,"['RICTOR', 'MAPKAP1']",0.029411764705882353,0.024388206645852627,7,TORC2 complex
594,108,CL:14628,"['MLST8', 'RICTOR', 'MAPKAP1']",0.04411764705882353,0.02948272114736631,19,"TOR complex, and TSC1-TSC2 complex"
595,108,CL:4323,"['COMMD10', 'COMMD7', 'COMMD8', 'CCDC93', 'CCDC22', 'COMMD4']",0.08823529411764706,0.0006704460355065721,31,"COMM domain, and Protein neddylation"
596,109,CL:36521,['THAP12'],0.1111111111111111,0.023896943662973114,5,THAP-type zinc finger
597,109,CL:22780,['PAX7'],0.1111111111111111,0.023896943662973114,5,"Myogenic factor, and Paired box protein 7 "
598,109,CL:18158,['TLN1'],0.1111111111111111,0.023896943662973114,5,"mixed, incl. SKAP family, and Talin, central"
599,109,CL:17694,['HRAS'],0.1111111111111111,0.023896943662973114,5,"SOS-mediated signalling, and Plexiform neurofibroma"
600,111,CL:15545,"['LCK', 'CD247', 'CD3G']",0.015706806282722512,0.01669562983488702,6,"Alpha-beta T cell receptor complex, and Pneumocystosis"
601,112,CL:28648,['ALG8'],0.2,0.03176025086121679,12,Dolichol-linked oligosaccharide biosynthetic process
602,112,CL:4138,['AUP1'],0.2,0.029144800431344334,11,"ER ubiquitin ligase complex, and Protein OS-9-like"
603,112,CL:17177,['ENTR1'],0.2,0.03697424149094729,14,"mixed, incl. Celiac disease, and Negative regulation of autophagosome maturation"
604,112,CL:17195,['ENTR1'],0.2,0.013333150070021341,5,"mixed, incl. Immunity-related GTPases-like, and Protein-tyrosine phosphatase, non-receptor type-1/2"
605,112,CL:19071,['MRC2'],0.2,0.018626417996554002,7,"mixed, incl. Low-density lipoprotein particle binding, and Ly49-like, N-terminal"
606,112,CL:28649,['ALG8'],0.2,0.018626417996554002,7,Dolichol-linked oligosaccharide biosynthetic process
607,112,CL:25668,['MTCH2'],0.2,0.03176025086121679,12,"mostly uncharacterized, incl. Scalp-ear-nipple syndrome, and RNA methyltransferase Bin3-like"
608,112,CL:25666,['MTCH2'],0.2,0.04991100024142066,19,"mostly uncharacterized, incl. Beta-lactamase, and MYH-9 related disease"
609,112,CL:28646,['ALG8'],0.2,0.04991100024142066,19,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose"
610,112,CL:25670,['MTCH2'],0.2,0.01598263140710507,6,"mixed, incl. Scalp-ear-nipple syndrome, and RNA methyltransferase Bin3-like"
611,112,CL:4135,['AUP1'],0.2,0.04475308860078407,17,"ER ubiquitin ligase complex, and Negative regulation of retrograde protein transport, ER to cytosol"
