,target_contrast,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category,target_contrast_corrected,obs_names,target_name_corrected
954,ENSG00000077150,NFKB2,Rest,1881.0,323,120,443,-21.707520846204982,True,96.94741021226406,False,>10 DE genes,on-target KD,ENSG00000077150,ENSG00000077150_Rest,NFKB2
956,ENSG00000090520,DNAJB11,Rest,1487.0,139,6,145,-25.044254744988272,True,66.52449216858578,True,>10 DE genes,on-target KD,ENSG00000090520,ENSG00000090520_Rest,DNAJB11
959,ENSG00000110172,CHORDC1,Rest,76.0,44,115,159,-4.7161508327753,True,40.56954501781338,False,>10 DE genes,on-target KD,ENSG00000110172,ENSG00000110172_Rest,CHORDC1
965,ENSG00000135740,SLC9A5,Rest,559.0,154,54,208,-1.203203105404811,False,0.4028804129688126,True,>10 DE genes,putative off-target,ENSG00000135740,ENSG00000135740_Rest,SLC9A5
989,ENSG00000181991,MRPS11,Rest,392.0,30,7,37,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000181991,ENSG00000181991_Rest,MRPS11
999,ENSG00000278588,HIST1H2BI,Rest,620.0,85,23,108,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000278588,ENSG00000278588_Rest,H2BC10
1005,ENSG00000103275,UBE2I,Stim48hr,164.0,510,224,734,-16.617900732240944,True,338.24102365939865,False,>10 DE genes,on-target KD,ENSG00000103275,ENSG00000103275_Stim48hr,UBE2I
1012,ENSG00000135127,BICDL1,Stim48hr,680.0,33,46,79,-5.167123199145831,True,61.630814498605815,False,>10 DE genes,on-target KD,ENSG00000135127,ENSG00000135127_Stim48hr,BICDL1
1023,ENSG00000158411,MITD1,Stim48hr,465.0,116,134,250,-14.5791804553374,True,53.35873682315052,False,>10 DE genes,on-target KD,ENSG00000158411,ENSG00000158411_Stim48hr,MITD1
1026,ENSG00000165025,SYK,Stim48hr,912.0,172,78,250,-0.4852956972624132,False,0.2781970779961804,False,>10 DE genes,no on-target KD,ENSG00000165025,ENSG00000165025_Stim48hr,SYK
1027,ENSG00000165819,METTL3,Stim48hr,113.0,34,3,37,-3.2768936361295373,False,62.829953087243226,False,>10 DE genes,no on-target KD,ENSG00000165819,ENSG00000165819_Stim48hr,METTL3
1038,ENSG00000196865,NHLRC2,Stim48hr,136.0,24,20,44,-7.372380100113223,True,42.78924272534647,False,>10 DE genes,on-target KD,ENSG00000196865,ENSG00000196865_Stim48hr,NHLRC2
1041,ENSG00000197223,C1D,Stim48hr,160.0,589,305,894,-8.626219110942989,True,70.66029735368964,False,>10 DE genes,on-target KD,ENSG00000197223,ENSG00000197223_Stim48hr,C1D
1063,ENSG00000105701,FKBP8,Stim48hr,1389.0,15,28,43,-19.38717946224723,True,34.15504381370236,False,>10 DE genes,on-target KD,ENSG00000105701,ENSG00000105701_Stim48hr,FKBP8
1066,ENSG00000112062,MAPK14,Stim48hr,744.0,83,23,106,-21.58386026336602,True,109.08808627264564,False,>10 DE genes,on-target KD,ENSG00000112062,ENSG00000112062_Stim48hr,MAPK14
1071,ENSG00000136560,TANK,Stim48hr,356.0,13,20,33,-7.5646233520969774,True,165.5879896278046,False,>10 DE genes,on-target KD,ENSG00000136560,ENSG00000136560_Stim48hr,TANK
1073,ENSG00000144029,MRPS5,Stim48hr,222.0,153,79,232,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000144029,ENSG00000144029_Stim48hr,MRPS5
1075,ENSG00000148459,PDSS1,Stim48hr,268.0,56,57,113,-6.329778620948304,True,20.897443893135065,False,>10 DE genes,on-target KD,ENSG00000148459,ENSG00000148459_Stim48hr,PDSS1
1078,ENSG00000160688,FLAD1,Stim48hr,102.0,303,100,403,-4.553087184926122,True,24.84187777344548,False,>10 DE genes,on-target KD,ENSG00000160688,ENSG00000160688_Stim48hr,FLAD1
1080,ENSG00000163344,PMVK,Stim48hr,212.0,1902,1626,3528,-10.625338298747694,True,66.85112572592892,False,>10 DE genes,on-target KD,ENSG00000163344,ENSG00000163344_Stim48hr,PMVK
1090,ENSG00000180818,HOXC10,Stim48hr,1586.0,70,93,163,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000180818,ENSG00000180818_Stim48hr,HOXC10
1100,ENSG00000004961,HCCS,Stim48hr,80.0,795,436,1231,-3.548277654463,True,29.71742764595332,False,>10 DE genes,on-target KD,ENSG00000004961,ENSG00000004961_Stim48hr,HCCS
1106,ENSG00000055609,KMT2C,Stim48hr,1137.0,226,236,462,-26.195802585985597,True,104.76181400407113,False,>10 DE genes,on-target KD,ENSG00000055609,ENSG00000055609_Stim48hr,KMT2C
1111,ENSG00000087152,ATXN7L3,Stim48hr,918.0,323,180,503,-8.33397654024147,True,18.870428643698013,False,>10 DE genes,on-target KD,ENSG00000087152,ENSG00000087152_Stim48hr,ATXN7L3
1116,ENSG00000108021,FAM208B,Stim48hr,192.0,40,1,41,-8.465920386851831,True,49.65731658550997,False,>10 DE genes,on-target KD,ENSG00000108021,ENSG00000108021_Stim48hr,TASOR2
1119,ENSG00000114942,EEF1B2,Stim48hr,408.0,28,26,54,-22.232979597358664,True,265.8046548728975,True,>10 DE genes,on-target KD,ENSG00000114942,ENSG00000114942_Stim48hr,EEF1B2
1120,ENSG00000120616,EPC1,Stim48hr,608.0,42,48,90,-7.421783819758123,True,40.10808126298654,False,>10 DE genes,on-target KD,ENSG00000120616,ENSG00000120616_Stim48hr,EPC1
1123,ENSG00000128829,EIF2AK4,Stim48hr,338.0,36,4,40,-15.3593811672236,True,89.67503350896875,False,>10 DE genes,on-target KD,ENSG00000128829,ENSG00000128829_Stim48hr,EIF2AK4
1127,ENSG00000134255,CEPT1,Stim48hr,138.0,104,84,188,-7.81068257305409,True,59.69481332376857,True,>10 DE genes,on-target KD,ENSG00000134255,ENSG00000134255_Stim48hr,CEPT1
1136,ENSG00000163374,YY1AP1,Stim48hr,153.0,44,21,65,-7.633557284105893,False,70.18385404353741,True,>10 DE genes,putative off-target,ENSG00000163374,ENSG00000163374_Stim48hr,YY1AP1
1137,ENSG00000164440,TXLNB,Stim48hr,948.0,24,16,40,-1.0412892847759634,False,0.3824103018027106,False,>10 DE genes,no on-target KD,ENSG00000164440,ENSG00000164440_Stim48hr,TXLNB
1138,ENSG00000166435,XRRA1,Stim48hr,360.0,53,22,75,-7.837772858568112,True,22.351188254329585,True,>10 DE genes,on-target KD,ENSG00000166435,ENSG00000166435_Stim48hr,XRRA1
1142,ENSG00000172590,MRPL52,Stim48hr,453.0,124,138,262,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000172590,ENSG00000172590_Stim48hr,MRPL52
1145,ENSG00000177479,ARIH2,Stim48hr,1344.0,44,17,61,-33.65698235726929,True,121.05129891723313,True,>10 DE genes,on-target KD,ENSG00000177479,ENSG00000177479_Stim48hr,ARIH2
1159,ENSG00000122545,SEPT7,Stim8hr,87.0,37,19,56,-7.920695300881244,True,69.39976962756663,False,>10 DE genes,on-target KD,ENSG00000122545,ENSG00000122545_Stim8hr,SEPTIN7
1160,ENSG00000122696,SLC25A51,Stim8hr,677.0,56,12,68,-13.70939417689341,True,30.15361766936548,False,>10 DE genes,on-target KD,ENSG00000122696,ENSG00000122696_Stim8hr,SLC25A51
1166,ENSG00000125347,IRF1,Stim8hr,742.0,63,119,182,-11.564426953455644,True,100.18838208693248,False,>10 DE genes,on-target KD,ENSG00000125347,ENSG00000125347_Stim8hr,IRF1
1167,ENSG00000125746,EML2,Stim8hr,357.0,278,65,343,-10.433225916372136,True,70.39883319645757,False,>10 DE genes,on-target KD,ENSG00000125746,ENSG00000125746_Stim8hr,EML2
1172,ENSG00000136451,VEZF1,Stim8hr,413.0,19,23,42,-14.498702965907311,True,56.89239561204749,False,>10 DE genes,on-target KD,ENSG00000136451,ENSG00000136451_Stim8hr,VEZF1
1191,ENSG00000178397,FAM220A,Stim8hr,424.0,139,23,162,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000178397,ENSG00000178397_Stim8hr,FAM220A
1205,ENSG00000101126,ADNP,Stim48hr,1151.0,30,12,42,-19.242256682901903,True,55.40593641770352,False,>10 DE genes,on-target KD,ENSG00000101126,ENSG00000101126_Stim48hr,ADNP
1214,ENSG00000119919,NKX2-3,Stim48hr,274.0,179,89,268,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000119919,ENSG00000119919_Stim48hr,NKX2-3
1231,ENSG00000156502,SUPV3L1,Stim48hr,175.0,60,6,66,-3.6087381924831865,True,70.79968128174936,False,>10 DE genes,on-target KD,ENSG00000156502,ENSG00000156502_Stim48hr,SUPV3L1
1252,ENSG00000066455,GOLGA5,Rest,392.0,24,12,36,-9.335211631380998,True,29.68716749840204,False,>10 DE genes,on-target KD,ENSG00000066455,ENSG00000066455_Rest,GOLGA5
1260,ENSG00000103356,EARS2,Rest,321.0,37,13,50,-5.081497236967818,True,8.738246990546232,False,>10 DE genes,on-target KD,ENSG00000103356,ENSG00000103356_Rest,EARS2
1261,ENSG00000105373,NOP53,Rest,110.0,34,14,48,-6.720860744765129,True,169.8269407870981,False,>10 DE genes,on-target KD,ENSG00000105373,ENSG00000105373_Rest,NOP53
1266,ENSG00000120889,TNFRSF10B,Rest,656.0,102,165,267,-11.399439785798736,True,42.4638273089516,False,>10 DE genes,on-target KD,ENSG00000120889,ENSG00000120889_Rest,TNFRSF10B
1267,ENSG00000132003,ZSWIM4,Rest,904.0,264,208,472,-4.4065882841273964,True,2.014434893846033,False,>10 DE genes,on-target KD,ENSG00000132003,ENSG00000132003_Rest,ZSWIM4
1269,ENSG00000135677,GNS,Rest,221.0,139,231,370,-6.850489090394073,True,46.55535840581256,False,>10 DE genes,on-target KD,ENSG00000135677,ENSG00000135677_Rest,GNS
1270,ENSG00000135940,COX5B,Rest,106.0,439,98,537,-7.024633770888041,True,42.28606529098122,False,>10 DE genes,on-target KD,ENSG00000135940,ENSG00000135940_Rest,COX5B
1276,ENSG00000145839,IL9,Rest,377.0,137,32,169,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000145839,ENSG00000145839_Rest,IL9
1278,ENSG00000149474,KAT14,Rest,233.0,323,232,555,-3.946832244366044,True,9.83700142578465,True,>10 DE genes,on-target KD,ENSG00000149474,ENSG00000149474_Rest,KAT14
1295,ENSG00000204335,SP5,Rest,147.0,26,19,45,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000204335,ENSG00000204335_Rest,SP5
1305,ENSG00000041353,RAB27B,Stim48hr,1127.0,25,32,57,-0.9217891285537748,True,2.730401560701892,False,>10 DE genes,on-target KD,ENSG00000041353,ENSG00000041353_Stim48hr,RAB27B
1307,ENSG00000048392,RRM2B,Stim48hr,249.0,179,175,354,-4.998014472845488,True,34.115472265609185,False,>10 DE genes,on-target KD,ENSG00000048392,ENSG00000048392_Stim48hr,RRM2B
1312,ENSG00000106615,RHEB,Stim48hr,404.0,60,21,81,-11.428585859346096,True,57.21334303701784,False,>10 DE genes,on-target KD,ENSG00000106615,ENSG00000106615_Stim48hr,RHEB
1316,ENSG00000130309,COLGALT1,Stim48hr,446.0,176,150,326,-10.304701294163614,True,52.69858129132948,False,>10 DE genes,on-target KD,ENSG00000130309,ENSG00000130309_Stim48hr,COLGALT1
1323,ENSG00000151332,MBIP,Stim48hr,239.0,141,167,308,-9.245418175174024,True,49.07937172677816,False,>10 DE genes,on-target KD,ENSG00000151332,ENSG00000151332_Stim48hr,MBIP
1326,ENSG00000156050,FAM161B,Stim48hr,550.0,90,83,173,-2.06678187478561,True,1.0490997816583207,False,>10 DE genes,on-target KD,ENSG00000156050,ENSG00000156050_Stim48hr,FAM161B
1328,ENSG00000164919,COX6C,Stim48hr,125.0,392,176,568,-12.749319887967182,True,244.36798559891807,False,>10 DE genes,on-target KD,ENSG00000164919,ENSG00000164919_Stim48hr,COX6C
1329,ENSG00000166311,SMPD1,Stim48hr,646.0,29,45,74,-8.314233751566821,True,24.886161557267272,True,>10 DE genes,on-target KD,ENSG00000166311,ENSG00000166311_Stim48hr,SMPD1
1331,ENSG00000169019,COMMD8,Stim48hr,350.0,208,76,284,-10.552501628546132,True,35.96136924721701,False,>10 DE genes,on-target KD,ENSG00000169019,ENSG00000169019_Stim48hr,COMMD8
1334,ENSG00000172428,COPS9,Stim48hr,551.0,49,40,89,-11.921083641681786,True,32.686101173246705,False,>10 DE genes,on-target KD,ENSG00000172428,ENSG00000172428_Stim48hr,COPS9
1336,ENSG00000173917,HOXB2,Stim48hr,795.0,216,102,318,-10.791523087175838,True,27.036015359550195,True,>10 DE genes,on-target KD,ENSG00000173917,ENSG00000173917_Stim48hr,HOXB2
1357,ENSG00000091009,RBM27,Rest,250.0,289,148,437,-11.644770555291792,True,64.20570495526877,False,>10 DE genes,on-target KD,ENSG00000091009,ENSG00000091009_Rest,RBM27
1374,ENSG00000142686,C1orf216,Rest,191.0,31,35,66,-3.442555083244881,True,22.760577997460206,False,>10 DE genes,on-target KD,ENSG00000142686,ENSG00000142686_Rest,C1orf216
1385,ENSG00000165458,INPPL1,Rest,369.0,23,28,51,-4.986942745077293,True,31.9696872585788,False,>10 DE genes,on-target KD,ENSG00000165458,ENSG00000165458_Rest,INPPL1
1388,ENSG00000168214,RBPJ,Rest,727.0,55,6,61,-12.082978670398308,True,30.49370490610584,False,>10 DE genes,on-target KD,ENSG00000168214,ENSG00000168214_Rest,RBPJ
1392,ENSG00000174953,DHX36,Rest,208.0,1316,1011,2327,-9.57246537151692,True,72.91701124798975,False,>10 DE genes,on-target KD,ENSG00000174953,ENSG00000174953_Rest,DHX36
1405,ENSG00000074071,MRPS34,Stim48hr,119.0,145,99,244,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000074071,ENSG00000074071_Stim48hr,MRPS34
1406,ENSG00000085224,ATRX,Stim48hr,431.0,223,124,347,-14.905890673495197,True,65.78648239684398,False,>10 DE genes,on-target KD,ENSG00000085224,ENSG00000085224_Stim48hr,ATRX
1408,ENSG00000101040,ZMYND8,Stim48hr,895.0,20,17,37,-18.16754928161754,True,49.2099321296554,False,>10 DE genes,on-target KD,ENSG00000101040,ENSG00000101040_Stim48hr,ZMYND8
1412,ENSG00000106484,MEST,Stim48hr,1449.0,57,24,81,-2.193096395964905,False,1.0758360310752573,False,>10 DE genes,no on-target KD,ENSG00000106484,ENSG00000106484_Stim48hr,MEST
1414,ENSG00000115419,GLS,Stim48hr,372.0,60,18,78,-14.319913812495956,True,107.18387757645864,False,>10 DE genes,on-target KD,ENSG00000115419,ENSG00000115419_Stim48hr,GLS
1417,ENSG00000129667,RHBDF2,Stim48hr,1094.0,34,18,52,-10.725739810343011,True,12.429964281954629,False,>10 DE genes,on-target KD,ENSG00000129667,ENSG00000129667_Stim48hr,RHBDF2
1433,ENSG00000166166,TRMT61A,Stim48hr,156.0,25,25,50,-3.0092970339425933,True,7.299667548132981,False,>10 DE genes,on-target KD,ENSG00000166166,ENSG00000166166_Stim48hr,TRMT61A
1437,ENSG00000170619,COMMD5,Stim48hr,142.0,125,97,222,-6.5429228968414925,True,48.35744590871806,False,>10 DE genes,on-target KD,ENSG00000170619,ENSG00000170619_Stim48hr,COMMD5
1439,ENSG00000172869,DMXL1,Stim48hr,253.0,23,28,51,-9.047641848818222,True,40.28329487069109,False,>10 DE genes,on-target KD,ENSG00000172869,ENSG00000172869_Stim48hr,DMXL1
1446,ENSG00000185811,IKZF1,Stim48hr,556.0,17,16,33,1.2504653492014486,False,451.4167817342903,False,>10 DE genes,no on-target KD,ENSG00000185811,ENSG00000185811_Stim48hr,IKZF1
1455,ENSG00000080822,CLDND1,Stim48hr,452.0,28,28,56,-27.95554257786019,True,600.9079415689763,True,>10 DE genes,on-target KD,ENSG00000080822,ENSG00000080822_Stim48hr,CLDND1
1457,ENSG00000085760,MTIF2,Stim48hr,391.0,131,180,311,-16.709084538391323,True,104.07074099376048,False,>10 DE genes,on-target KD,ENSG00000085760,ENSG00000085760_Stim48hr,MTIF2
1462,ENSG00000109320,NFKB1,Stim48hr,291.0,26,37,63,-14.151346162397177,True,143.29112125643053,False,>10 DE genes,on-target KD,ENSG00000109320,ENSG00000109320_Stim48hr,NFKB1
1468,ENSG00000124232,RBPJL,Stim48hr,641.0,15,17,32,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000124232,ENSG00000124232_Stim48hr,RBPJL
1481,ENSG00000160285,LSS,Stim48hr,165.0,91,62,153,-4.529922006029138,True,19.614718153546377,False,>10 DE genes,on-target KD,ENSG00000160285,ENSG00000160285_Stim48hr,LSS
1490,ENSG00000179218,CALR,Stim48hr,485.0,31,4,35,-14.180284100899131,True,130.9512484171342,False,>10 DE genes,on-target KD,ENSG00000179218,ENSG00000179218_Stim48hr,CALR
1503,ENSG00000035720,STAP1,Rest,1215.0,42,32,74,-3.107124987113916,True,21.57122357812501,False,>10 DE genes,on-target KD,ENSG00000035720,ENSG00000035720_Rest,STAP1
1504,ENSG00000070018,LRP6,Rest,1298.0,913,1084,1997,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000070018,ENSG00000070018_Rest,LRP6
1506,ENSG00000080189,SLC35C2,Rest,272.0,436,237,673,-10.381439923682526,True,37.337151436981095,True,>10 DE genes,on-target KD,ENSG00000080189,ENSG00000080189_Rest,SLC35C2
1512,ENSG00000104205,SGK3,Rest,229.0,33,7,40,-3.68675255095964,True,17.991629319031002,False,>10 DE genes,on-target KD,ENSG00000104205,ENSG00000104205_Rest,SGK3
1514,ENSG00000107521,HPS1,Rest,3035.0,176,73,249,-23.468627953412625,True,39.72118936032903,False,>10 DE genes,on-target KD,ENSG00000107521,ENSG00000107521_Rest,HPS1
1529,ENSG00000142025,DMRTC2,Rest,266.0,16,42,58,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000142025,ENSG00000142025_Rest,DMRTC2
1535,ENSG00000167508,MVD,Rest,77.0,38,2,40,-3.029262335893883,False,27.678617638613467,False,>10 DE genes,no on-target KD,ENSG00000167508,ENSG00000167508_Rest,MVD
1536,ENSG00000169249,ZRSR2,Rest,262.0,117,174,291,-5.210700552514437,True,15.69850213414063,False,>10 DE genes,on-target KD,ENSG00000169249,ENSG00000169249_Rest,ZRSR2
1538,ENSG00000169991,IFFO2,Rest,1090.0,50,14,64,-10.62558757914711,True,39.45301707004269,False,>10 DE genes,on-target KD,ENSG00000169991,ENSG00000169991_Rest,IFFO2
1551,ENSG00000014123,UFL1,Rest,390.0,329,321,650,-6.784880876316569,True,12.813125136962311,False,>10 DE genes,on-target KD,ENSG00000014123,ENSG00000014123_Rest,UFL1
1561,ENSG00000102908,NFAT5,Rest,394.0,901,723,1624,-9.67592386344858,True,30.27852443024405,False,>10 DE genes,on-target KD,ENSG00000102908,ENSG00000102908_Rest,NFAT5
1570,ENSG00000125122,LRRC29,Rest,295.0,30,9,39,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000125122,ENSG00000125122_Rest,FBXL9P
1573,ENSG00000136108,CKAP2,Rest,397.0,30,10,40,-13.500307355573556,True,67.58289769776555,True,>10 DE genes,on-target KD,ENSG00000136108,ENSG00000136108_Rest,CKAP2
1575,ENSG00000138095,LRPPRC,Rest,485.0,446,326,772,-20.348072240103072,True,134.2395019446863,False,>10 DE genes,on-target KD,ENSG00000138095,ENSG00000138095_Rest,LRPPRC
1587,ENSG00000163714,U2SURP,Rest,416.0,44,24,68,-5.529859857064078,True,113.69496835236818,False,>10 DE genes,on-target KD,ENSG00000163714,ENSG00000163714_Rest,U2SURP
1596,ENSG00000205726,ITSN1,Rest,224.0,88,66,154,-0.8615165403990799,False,0.9494635542452834,True,>10 DE genes,putative off-target,ENSG00000205726,ENSG00000205726_Rest,ITSN1
1598,ENSG00000230657,PRB4,Rest,303.0,44,14,58,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000230657,ENSG00000230657_Rest,PRB4
1603,ENSG00000059691,GATB,Stim48hr,184.0,170,125,295,-6.062254475517242,True,24.65000792968124,False,>10 DE genes,on-target KD,ENSG00000059691,ENSG00000059691_Stim48hr,GATB
1623,ENSG00000138035,PNPT1,Stim48hr,102.0,705,364,1069,-4.660367294213302,True,31.359699156571565,False,>10 DE genes,on-target KD,ENSG00000138035,ENSG00000138035_Stim48hr,PNPT1
1625,ENSG00000139131,YARS2,Stim48hr,882.0,15,27,42,-9.134044184199452,True,58.01106849993706,False,>10 DE genes,on-target KD,ENSG00000139131,ENSG00000139131_Stim48hr,YARS2
1641,ENSG00000178607,ERN1,Stim48hr,946.0,13,163,176,-1.836949943419085,False,53.1082429870127,False,>10 DE genes,no on-target KD,ENSG00000178607,ENSG00000178607_Stim48hr,ERN1
1648,ENSG00000204599,TRIM39,Stim48hr,1061.0,2,37,39,-4.475566980401211,True,2.4267174307957577,False,>10 DE genes,on-target KD,ENSG00000204599,ENSG00000204599_Stim48hr,TRIM39
1662,ENSG00000114850,SSR3,Stim48hr,1064.0,10,21,31,-37.84414893356635,True,331.45903583101165,False,>10 DE genes,on-target KD,ENSG00000114850,ENSG00000114850_Stim48hr,SSR3
1667,ENSG00000139977,NAA30,Stim48hr,79.0,474,175,649,-5.880956832808888,True,50.30074279746049,False,>10 DE genes,on-target KD,ENSG00000139977,ENSG00000139977_Stim48hr,NAA30
1669,ENSG00000153551,CMTM7,Stim48hr,575.0,69,23,92,-10.27570904805947,True,21.63194266773604,False,>10 DE genes,on-target KD,ENSG00000153551,ENSG00000153551_Stim48hr,CMTM7
1684,ENSG00000178951,ZBTB7A,Stim48hr,626.0,39,7,46,-5.100918128762615,True,85.36590413936834,False,>10 DE genes,on-target KD,ENSG00000178951,ENSG00000178951_Stim48hr,ZBTB7A
1685,ENSG00000182180,MRPS16,Stim48hr,300.0,398,331,729,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000182180,ENSG00000182180_Stim48hr,MRPS16
1689,ENSG00000185621,LMLN,Stim48hr,269.0,19,15,34,-2.0573150263709623,True,1.8760907019607005,False,>10 DE genes,on-target KD,ENSG00000185621,ENSG00000185621_Stim48hr,LMLN
1696,ENSG00000197111,PCBP2,Stim48hr,205.0,68,34,102,-4.098821081892124,True,13.940602075011268,False,>10 DE genes,on-target KD,ENSG00000197111,ENSG00000197111_Stim48hr,PCBP2
1700,ENSG00000004961,HCCS,Stim8hr,204.0,985,388,1373,-6.501547662893022,True,40.92057570201725,False,>10 DE genes,on-target KD,ENSG00000004961,ENSG00000004961_Stim8hr,HCCS
1704,ENSG00000088986,DYNLL1,Stim8hr,395.0,9,24,33,-3.9403510180774255,True,4.305589851198231,False,>10 DE genes,on-target KD,ENSG00000088986,ENSG00000088986_Stim8hr,DYNLL1
1711,ENSG00000112038,OPRM1,Stim8hr,381.0,22,26,48,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000112038,ENSG00000112038_Stim8hr,OPRM1
1713,ENSG00000114650,SCAP,Stim8hr,208.0,11,24,35,-9.54295353246084,True,57.48790385182431,False,>10 DE genes,on-target KD,ENSG00000114650,ENSG00000114650_Stim8hr,SCAP
1719,ENSG00000133028,SCO1,Stim8hr,397.0,268,133,401,-6.583892416859491,True,12.619366941159935,True,>10 DE genes,on-target KD,ENSG00000133028,ENSG00000133028_Stim8hr,SCO1
1728,ENSG00000154265,ABCA5,Stim8hr,784.0,28,5,33,-9.06194824942834,True,12.260059117255729,False,>10 DE genes,on-target KD,ENSG00000154265,ENSG00000154265_Stim8hr,ABCA5
1730,ENSG00000163257,DCAF16,Stim8hr,244.0,32,4,36,-7.607388020899107,True,26.50605814422646,False,>10 DE genes,on-target KD,ENSG00000163257,ENSG00000163257_Stim8hr,DCAF16
1744,ENSG00000198785,GRIN3A,Stim8hr,524.0,68,0,68,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000198785,ENSG00000198785_Stim8hr,GRIN3A
1754,ENSG00000028203,VEZT,Stim48hr,105.0,160,100,260,-6.440728842058942,True,63.22519085123142,False,>10 DE genes,on-target KD,ENSG00000028203,ENSG00000028203_Stim48hr,VEZT
1765,ENSG00000101132,PFDN4,Stim48hr,160.0,42,33,75,-9.306511703138757,True,59.82273711283946,False,>10 DE genes,on-target KD,ENSG00000101132,ENSG00000101132_Stim48hr,PFDN4
1768,ENSG00000112039,FANCE,Stim48hr,214.0,27,13,40,-5.646005266520815,True,15.999271559458162,False,>10 DE genes,on-target KD,ENSG00000112039,ENSG00000112039_Stim48hr,FANCE
