,target,effect_size,standard_error,num,neg|goodsgrna,pos|goodsgrna,pvalue,phenotype,perturbation_type,goodsgrna
38086,FOXK1,-0.39828,0.15620311534617043,12,8,0,0.0053899,Prim.CRi.CD4.IL2,CRISPRi,8
38087,OSBP,-0.34316,0.1346726520809072,12,8,0,0.0054155,Prim.CRi.CD4.IL2,CRISPRi,8
38088,OR56A4,-0.27432,0.10771330516466365,12,7,1,0.0054364,Prim.CRi.CD4.IL2,CRISPRi,8
38089,LANCL2,-0.34733,0.13686336218630646,12,8,3,0.0055778,Prim.CRi.CD4.IL2,CRISPRi,11
38090,CTAGE8,-0.37264,0.14697754930094073,12,7,2,0.0056167,Prim.CRi.CD4.IL2,CRISPRi,9
38091,CAVIN4,-0.30268,0.11938376079435578,12,8,2,0.0056167,Prim.CRi.CD4.IL2,CRISPRi,10
38092,C4orf46,-0.027837,0.010979535315291668,12,3,2,0.0056167,Prim.CRi.CD4.IL2,CRISPRi,5
38093,ARPP21,-0.16354,0.06450478514314073,12,6,2,0.0056173,Prim.CRi.CD4.IL2,CRISPRi,8
38094,MTA3,-0.13607,0.05372344825814698,12,6,2,0.005658,Prim.CRi.CD4.IL2,CRISPRi,8
38095,ANKRD44,-0.28173,0.11125173674716499,12,8,0,0.0056648,Prim.CRi.CD4.IL2,CRISPRi,8
38096,RHAG,-0.36975,0.14614401911308195,12,8,1,0.0057025,Prim.CRi.CD4.IL2,CRISPRi,9
38097,CA1,-0.20014,0.0791055144970716,12,6,1,0.0057025,Prim.CRi.CD4.IL2,CRISPRi,7
38098,RORB,-0.26813,0.10610765652305017,12,7,2,0.0057527,Prim.CRi.CD4.IL2,CRISPRi,9
38099,COL6A6,-0.23361,0.09244698333028663,12,7,2,0.0057527,Prim.CRi.CD4.IL2,CRISPRi,9
38100,LOC100289561,-0.10737,0.042600201209303114,12,5,1,0.0058609,Prim.CRi.CD4.IL2,CRISPRi,6
38101,CXorf36,-0.15606,0.06194236060238134,12,6,3,0.0058771,Prim.CRi.CD4.IL2,CRISPRi,9
38102,ZSCAN4,-0.36816,0.14614582993483385,12,8,3,0.0058823,Prim.CRi.CD4.IL2,CRISPRi,11
38103,SP7,-0.20177,0.0801041296015696,12,6,1,0.005887,Prim.CRi.CD4.IL2,CRISPRi,7
38104,OR2T2,-0.058571,0.023253380977838804,12,6,5,0.0058875,Prim.CRi.CD4.IL2,CRISPRi,11
38105,TAF3,-0.1561,0.06197354954910514,12,6,2,0.0058875,Prim.CRi.CD4.IL2,CRISPRi,8
38106,PROP1,-0.28425,0.1134244152378389,12,8,2,0.006104,Prim.CRi.CD4.IL2,CRISPRi,10
38107,GTF3C2,-0.30493,0.12177014476719104,12,8,2,0.0061374,Prim.CRi.CD4.IL2,CRISPRi,10
38108,PIP4K2A,-0.21077,0.08416944483752706,12,7,2,0.0061379,Prim.CRi.CD4.IL2,CRISPRi,9
38109,TAF7,-0.36679,0.1465294581217384,12,7,2,0.0061541,Prim.CRi.CD4.IL2,CRISPRi,9
38110,PLSCR5,-0.032954,0.01318188114404758,12,6,4,0.0062106,Prim.CRi.CD4.IL2,CRISPRi,10
38111,UBE2NL,-0.32208,0.12883621761578892,12,8,3,0.0062111,Prim.CRi.CD4.IL2,CRISPRi,11
38112,TRIM48,-0.31555,0.12636176375655134,12,8,3,0.006259,Prim.CRi.CD4.IL2,CRISPRi,11
38113,CD101,-0.34356,0.13763447965530468,12,7,2,0.006277,Prim.CRi.CD4.IL2,CRISPRi,9
38114,BAZ2B,-0.068601,0.02755001455192607,12,4,4,0.0063862,Prim.CRi.CD4.IL2,CRISPRi,8
38115,OR5B12,-0.34068,0.13703000988464334,12,8,0,0.0064563,Prim.CRi.CD4.IL2,CRISPRi,8
38116,BTAF1,-0.23622,0.0950135873398804,12,7,1,0.0064563,Prim.CRi.CD4.IL2,CRISPRi,8
38117,STAT4,-0.28519,0.11476364402546516,12,8,0,0.0064772,Prim.CRi.CD4.IL2,CRISPRi,8
38118,MON2,-0.28653,0.11530287500479167,12,8,2,0.0064772,Prim.CRi.CD4.IL2,CRISPRi,10
38119,RPL41,-0.31928,0.12855591665845267,12,8,1,0.0065033,Prim.CRi.CD4.IL2,CRISPRi,9
38120,PCYOX1,-0.055446,0.02232495413130972,12,5,3,0.0065033,Prim.CRi.CD4.IL2,CRISPRi,8
38121,BEND2,-0.60901,0.24574876065201556,12,7,0,0.0066027,Prim.CRi.CD4.IL2,CRISPRi,7
38122,TIMD4,-0.28264,0.11416801083595583,12,7,3,0.0066497,Prim.CRi.CD4.IL2,CRISPRi,10
38123,AP1AR,-0.18928,0.0764575270463719,12,6,2,0.0066502,Prim.CRi.CD4.IL2,CRISPRi,8
38124,SFXN3,-0.16559,0.06688821800300465,12,6,3,0.0066502,Prim.CRi.CD4.IL2,CRISPRi,9
38125,DNAJC5B,0.091848,0.05706762120256039,12,2,5,0.053758,Prim.CRi.CD4.IL2,CRISPRi,7
38126,SPRR2G,-0.17441,0.07052277564370957,12,4,2,0.0066973,Prim.CRi.CD4.IL2,CRISPRi,6
38127,CASP8,-0.29492,0.12003673282305605,12,8,2,0.0070068,Prim.CRi.CD4.IL2,CRISPRi,10
38128,GRIP1,-0.21694,0.08843110774248347,12,6,2,0.0070794,Prim.CRi.CD4.IL2,CRISPRi,8
38129,MLLT3,-0.34495,0.14071961486204823,12,8,1,0.0071165,Prim.CRi.CD4.IL2,CRISPRi,9
38130,CDSN,-0.11663,0.04766269532371504,12,4,4,0.0072028,Prim.CRi.CD4.IL2,CRISPRi,8
38131,SLCO1C1,-0.27823,0.11376858717552933,12,7,1,0.007231,Prim.CRi.CD4.IL2,CRISPRi,8
38132,NFIC,-0.36398,0.1488318670170333,12,8,2,0.007231,Prim.CRi.CD4.IL2,CRISPRi,10
38133,REL,-0.27319,0.11170772501341644,12,8,2,0.007231,Prim.CRi.CD4.IL2,CRISPRi,10
38134,ALKBH8,0.027411,0.02172943187805097,12,4,5,0.10357,Prim.CRi.CD4.IL2,CRISPRi,9
38135,COG8,-0.08657,0.03541141770957395,12,5,1,0.0072488,Prim.CRi.CD4.IL2,CRISPRi,6
38136,B4GAT1,0.0025077,0.005571800498594974,12,3,4,0.32633,Prim.CRi.CD4.IL2,CRISPRi,7
38137,CYP4B1,-0.26116,0.10682846210665117,12,6,2,0.0072493,Prim.CRi.CD4.IL2,CRISPRi,8
38138,OR2M3,-0.23497,0.09629562532496652,12,8,1,0.0073418,Prim.CRi.CD4.IL2,CRISPRi,9
38139,OR13C3,-0.2764,0.11327450670222046,12,8,0,0.0073418,Prim.CRi.CD4.IL2,CRISPRi,8
38140,TRIM51,-0.24654,0.10115961000177043,12,7,4,0.007402,Prim.CRi.CD4.IL2,CRISPRi,11
38141,C22orf46,-0.20624,0.08462467370230448,12,8,3,0.0074025,Prim.CRi.CD4.IL2,CRISPRi,11
38142,FAT2,-0.16846,0.06915166514796475,12,6,4,0.0074234,Prim.CRi.CD4.IL2,CRISPRi,10
38143,CNIH4,-0.32249,0.13237991507519384,12,7,3,0.0074234,Prim.CRi.CD4.IL2,CRISPRi,10
38144,C14orf93,-0.25243,0.10362180579887413,12,6,1,0.0074239,Prim.CRi.CD4.IL2,CRISPRi,7
38145,FXYD5,-0.32365,0.13285741570655474,12,7,0,0.0074239,Prim.CRi.CD4.IL2,CRISPRi,7
38146,C6,-0.34328,0.14118782685778805,12,8,3,0.0075209,Prim.CRi.CD4.IL2,CRISPRi,11
38147,LYZL4,-0.33949,0.13971937829994466,12,7,2,0.0075536,Prim.CRi.CD4.IL2,CRISPRi,9
38148,IFRD1,-0.28558,0.11759890013373299,12,7,2,0.0075823,Prim.CRi.CD4.IL2,CRISPRi,9
38149,TAF9B,-0.028017,0.011543512270105232,12,4,2,0.0076105,Prim.CRi.CD4.IL2,CRISPRi,6
38150,FAM76A,-0.30972,0.12766935548803832,12,8,1,0.0076341,Prim.CRi.CD4.IL2,CRISPRi,9
38151,ZMYND8,-0.28794,0.11894692454489507,12,8,2,0.0077444,Prim.CRi.CD4.IL2,CRISPRi,10
38152,C22orf29,-0.31412,0.1297617834897633,12,7,1,0.0077444,Prim.CRi.CD4.IL2,CRISPRi,8
38153,WDR11,-0.24311,0.1004278211645115,12,8,1,0.0077444,Prim.CRi.CD4.IL2,CRISPRi,9
38154,SRGN,0.036162,0.03129516369275783,12,4,2,0.87606,Prim.CRi.CD4.IL2,CRISPRi,6
38155,KIF2B,-0.047986,0.019829442563330205,12,5,3,0.0077616,Prim.CRi.CD4.IL2,CRISPRi,8
38156,FAM91A1,-0.25184,0.10416235690113437,12,7,3,0.0078081,Prim.CRi.CD4.IL2,CRISPRi,10
38157,UNG,-0.28657,0.11856865193005174,12,8,2,0.0078264,Prim.CRi.CD4.IL2,CRISPRi,10
38158,PDE5A,-0.24619,0.10186138262434812,12,8,4,0.0078264,Prim.CRi.CD4.IL2,CRISPRi,12
38159,GNRH1,-0.27551,0.11404998234914668,12,7,3,0.0078526,Prim.CRi.CD4.IL2,CRISPRi,10
38160,KRT33B,-0.115,0.04766678546633905,12,6,1,0.00792,Prim.CRi.CD4.IL2,CRISPRi,7
38161,TNXB,-0.29356,0.1221030972472868,12,8,1,0.008104,Prim.CRi.CD4.IL2,CRISPRi,9
38162,PSD,-0.15769,0.06560936831695956,12,5,2,0.0081202,Prim.CRi.CD4.IL2,CRISPRi,7
38163,LIN37,-0.38505,0.1602704997229439,12,7,2,0.0081417,Prim.CRi.CD4.IL2,CRISPRi,9
38164,HLA-B,-0.0211,0.008786797530571098,12,4,3,0.0081678,Prim.CRi.CD4.IL2,CRISPRi,7
38165,VPS26A,-0.29911,0.12486131170069426,12,6,1,0.008298,Prim.CRi.CD4.IL2,CRISPRi,7
38166,CAPZA1,-0.17333,0.07248873676607698,12,6,0,0.0083983,Prim.CRi.CD4.IL2,CRISPRi,6
38167,CEACAM3,0.097253,3.035344005670405,12,4,4,0.51278,Prim.CRi.CD4.IL2,CRISPRi,8
38168,DSCR3,-0.24467,0.10259263340332263,12,6,0,0.0085426,Prim.CRi.CD4.IL2,CRISPRi,6
38169,TM2D1,-0.28579,0.119834669964996,12,6,0,0.0085426,Prim.CRi.CD4.IL2,CRISPRi,6
38170,SOAT1,-0.27782,0.1167404468613682,12,7,4,0.0086608,Prim.CRi.CD4.IL2,CRISPRi,11
38171,CD164L2,-0.32354,0.13595207032440812,12,8,1,0.0086608,Prim.CRi.CD4.IL2,CRISPRi,9
38172,CD164,-0.2667,0.11263029413189118,12,7,3,0.0089441,Prim.CRi.CD4.IL2,CRISPRi,10
38173,PSG5,0.026114,0.029116313074084178,12,4,4,0.18489,Prim.CRi.CD4.IL2,CRISPRi,8
38174,EGR2,-0.27339,0.115510367655452,12,8,2,0.0089713,Prim.CRi.CD4.IL2,CRISPRi,10
38175,ZNF844,-0.28793,0.12165474241449736,12,8,1,0.0089718,Prim.CRi.CD4.IL2,CRISPRi,9
38176,IGFL2,0.059653,0.07456773051871911,12,3,4,0.21186,Prim.CRi.CD4.IL2,CRISPRi,7
38177,HIPK1,-0.13896,0.05886547819400165,12,5,2,0.0091218,Prim.CRi.CD4.IL2,CRISPRi,7
38178,PPP3R1,-0.26078,0.1107396010114967,12,6,2,0.009264,Prim.CRi.CD4.IL2,CRISPRi,8
38179,ROR1,-0.31728,0.13492494187636586,12,8,2,0.0093482,Prim.CRi.CD4.IL2,CRISPRi,10
38180,SLC6A12,-0.11906,0.05063087361258232,12,5,3,0.0093482,Prim.CRi.CD4.IL2,CRISPRi,8
38181,CEACAM21,-0.11392,0.04855562792587275,12,5,2,0.0094836,Prim.CRi.CD4.IL2,CRISPRi,7
38182,LHX9,-0.19743,0.08414973333396293,12,6,1,0.0094836,Prim.CRi.CD4.IL2,CRISPRi,7
38183,BARHL2,-0.27071,0.11544302417483455,12,7,1,0.0095144,Prim.CRi.CD4.IL2,CRISPRi,8
38184,SLC6A18,-0.20739,0.08844050379970794,12,6,2,0.0095144,Prim.CRi.CD4.IL2,CRISPRi,8
38185,PRTN3,-0.13656,0.05826085720260306,12,5,2,0.0095406,Prim.CRi.CD4.IL2,CRISPRi,7
38186,C1orf189,-0.18494,0.07913799868089612,12,6,1,0.0097214,Prim.CRi.CD4.IL2,CRISPRi,7
38187,PHLDB2,-0.034412,0.014770039927796352,12,5,4,0.009907,Prim.CRi.CD4.IL2,CRISPRi,9
38188,SYT15,-0.31488,0.13526483944465045,12,8,1,0.0099593,Prim.CRi.CD4.IL2,CRISPRi,9
38189,CDK14,-0.1313,0.05644858869280391,12,6,3,0.010009,Prim.CRi.CD4.IL2,CRISPRi,9
38190,USP27X,-0.27887,0.11989198727160874,12,7,0,0.010009,Prim.CRi.CD4.IL2,CRISPRi,7
38191,SETD6,-0.18678,0.08040004037754836,12,6,1,0.010086,Prim.CRi.CD4.IL2,CRISPRi,7
38192,AEBP2,-0.212,0.09138303991611403,12,6,2,0.010173,Prim.CRi.CD4.IL2,CRISPRi,8
38193,ORMDL2,-0.21019,0.09060283566022645,12,6,2,0.010173,Prim.CRi.CD4.IL2,CRISPRi,8
38194,RNF146,-0.33644,0.14502547073048466,12,8,1,0.010174,Prim.CRi.CD4.IL2,CRISPRi,9
38195,SLC7A11,0.16293,0.1829885665263696,12,2,5,0.18663,Prim.CRi.CD4.IL2,CRISPRi,7
38196,ZDHHC17,-0.27345,0.11816294412517211,12,7,1,0.010329,Prim.CRi.CD4.IL2,CRISPRi,8
38197,DCAF16,-0.23096,0.09980220725964435,12,8,2,0.010329,Prim.CRi.CD4.IL2,CRISPRi,10
38198,ELF1,-0.28432,0.12306862641277964,12,6,2,0.010437,Prim.CRi.CD4.IL2,CRISPRi,8
38199,HMGB3,-0.13435,0.0581782845138513,12,5,3,0.010464,Prim.CRi.CD4.IL2,CRISPRi,8
38200,SEMA4F,-0.31447,0.1361765919692655,12,7,3,0.010464,Prim.CRi.CD4.IL2,CRISPRi,10
38201,TPO,-0.15022,0.06505156967494558,12,5,2,0.010465,Prim.CRi.CD4.IL2,CRISPRi,7
38202,RAB10,-0.29118,0.12616595804949324,12,7,2,0.010502,Prim.CRi.CD4.IL2,CRISPRi,9
38203,TGFBR1,0.05742,0.041443558168791195,12,5,2,0.91705,Prim.CRi.CD4.IL2,CRISPRi,7
38204,MTMR3,-0.10977,0.04770694789286038,12,4,1,0.010698,Prim.CRi.CD4.IL2,CRISPRi,5
38205,TWIST1,-0.26496,0.11519273203763503,12,6,1,0.01072,Prim.CRi.CD4.IL2,CRISPRi,7
38206,ZBTB11,0.023652,0.10419162367984974,12,5,4,0.41021,Prim.CRi.CD4.IL2,CRISPRi,9
38207,NEDD4,0.04178,0.03388367256733348,12,3,4,0.10878,Prim.CRi.CD4.IL2,CRISPRi,7
38208,ZBTB20,-0.27773,0.12100869486492306,12,7,2,0.010863,Prim.CRi.CD4.IL2,CRISPRi,9
38209,BACE1,-0.096138,0.0419076621017204,12,6,4,0.010894,Prim.CRi.CD4.IL2,CRISPRi,10
38210,TADA1,-0.11665,0.051014919502051295,12,6,2,0.01111,Prim.CRi.CD4.IL2,CRISPRi,8
38211,FEZF2,-0.27068,0.11848883563388428,12,6,2,0.011173,Prim.CRi.CD4.IL2,CRISPRi,8
38212,PJA2,-0.275,0.12037989433766139,12,5,2,0.011173,Prim.CRi.CD4.IL2,CRISPRi,7
38213,IL20RB,-0.21676,0.09492097270699765,12,6,3,0.011198,Prim.CRi.CD4.IL2,CRISPRi,9
38214,NKX6-1,-0.0089643,0.003925598559322058,12,3,2,0.011199,Prim.CRi.CD4.IL2,CRISPRi,5
38215,PXDNL,-0.14751,0.06466112334359006,12,5,1,0.011266,Prim.CRi.CD4.IL2,CRISPRi,6
38216,FOXO3,-0.21137,0.09265557763102071,12,6,0,0.011267,Prim.CRi.CD4.IL2,CRISPRi,6
38217,PPP1R1C,-0.059086,0.02592186814586465,12,5,2,0.011322,Prim.CRi.CD4.IL2,CRISPRi,7
38218,RNF220,-0.10547,0.04629577663912649,12,5,2,0.011358,Prim.CRi.CD4.IL2,CRISPRi,7
38219,KCNQ1,0.0053955,0.0038065624884173186,12,4,1,0.92182,Prim.CRi.CD4.IL2,CRISPRi,5
38220,DOCK2,-0.44988,0.19783643110923424,12,8,1,0.011483,Prim.CRi.CD4.IL2,CRISPRi,9
38221,CARD11,-0.46511,0.20453388119768812,12,6,1,0.011483,Prim.CRi.CD4.IL2,CRISPRi,7
38222,MROH9,-0.25474,0.1120228782358992,12,7,2,0.011483,Prim.CRi.CD4.IL2,CRISPRi,9
38223,FAN1,0.075979,0.1835277217893512,12,4,4,0.33944,Prim.CRi.CD4.IL2,CRISPRi,8
38224,SERPINA10,-0.30268,0.1331046745090758,12,7,1,0.011483,Prim.CRi.CD4.IL2,CRISPRi,8
38225,HNF4A,-0.33649,0.14797274985317468,12,7,0,0.011483,Prim.CRi.CD4.IL2,CRISPRi,7
38226,BEX2,-0.14274,0.06277045473577864,12,6,1,0.011483,Prim.CRi.CD4.IL2,CRISPRi,7
38227,AWAT2,-0.20968,0.09220757285272568,12,6,3,0.011483,Prim.CRi.CD4.IL2,CRISPRi,9
38228,SIPA1L1,-0.068581,0.030186946634295015,12,3,4,0.011547,Prim.CRi.CD4.IL2,CRISPRi,7
38229,PSORS1C1,-0.21165,0.09320701133943556,12,8,2,0.011581,Prim.CRi.CD4.IL2,CRISPRi,10
38230,MMP24,-0.15105,0.06663557153993953,12,5,2,0.011701,Prim.CRi.CD4.IL2,CRISPRi,7
38231,TM4SF5,-0.27104,0.1195690520369759,12,8,2,0.011701,Prim.CRi.CD4.IL2,CRISPRi,10
38232,MED13L,0.067397,0.07144403803343706,12,4,2,0.17275,Prim.CRi.CD4.IL2,CRISPRi,6
38233,KCNMB2,-0.20584,0.0908506684524437,12,6,2,0.011735,Prim.CRi.CD4.IL2,CRISPRi,8
38234,LZTS2,-0.29999,0.1324071350815103,12,7,0,0.011736,Prim.CRi.CD4.IL2,CRISPRi,7
38235,IL1R2,-0.015483,0.00683759625847582,12,4,3,0.011775,Prim.CRi.CD4.IL2,CRISPRi,7
38236,MFSD8,-0.15928,0.07038460219447933,12,5,3,0.011818,Prim.CRi.CD4.IL2,CRISPRi,8
38237,BNIPL,-0.1271,0.05621998291745962,12,5,2,0.011887,Prim.CRi.CD4.IL2,CRISPRi,7
38238,TMUB1,-0.19945,0.08822246729258316,12,6,2,0.011887,Prim.CRi.CD4.IL2,CRISPRi,8
38239,MANBAL,-0.028337,0.01253426951952835,12,4,2,0.011887,Prim.CRi.CD4.IL2,CRISPRi,6
38240,OR2G3,-0.31983,0.14157894993209388,12,7,1,0.011941,Prim.CRi.CD4.IL2,CRISPRi,8
38241,PGGT1B,-0.17298,0.07657295050262201,12,5,2,0.011941,Prim.CRi.CD4.IL2,CRISPRi,7
38242,ASAH1,0.069446,0.2685946304520116,12,5,4,0.39799,Prim.CRi.CD4.IL2,CRISPRi,9
38243,DPP3,-0.20679,0.09162676986736726,12,8,1,0.012008,Prim.CRi.CD4.IL2,CRISPRi,9
38244,KCTD21,-0.11178,0.04956237347261965,12,4,3,0.012056,Prim.CRi.CD4.IL2,CRISPRi,7
38245,TFAP2A,-0.21745,0.09674514127948196,12,6,4,0.012299,Prim.CRi.CD4.IL2,CRISPRi,10
38246,TSKU,-0.28888,0.12894395223330005,12,8,1,0.012534,Prim.CRi.CD4.IL2,CRISPRi,9
38247,CHAT,-0.092071,0.04125241566376677,12,6,1,0.012811,Prim.CRi.CD4.IL2,CRISPRi,7
38248,C9orf24,-0.30024,0.13474990628790254,12,8,2,0.012936,Prim.CRi.CD4.IL2,CRISPRi,10
38249,NLRC3,-0.26446,0.11877778637431016,12,7,2,0.01299,Prim.CRi.CD4.IL2,CRISPRi,9
38250,HIST1H2BA,-0.24238,0.10886092362325228,12,6,3,0.01299,Prim.CRi.CD4.IL2,CRISPRi,9
38251,BIN2,-0.036423,0.016358781339754592,12,4,3,0.01299,Prim.CRi.CD4.IL2,CRISPRi,7
38252,EXOC7,-0.2277,0.10230607045458011,12,5,2,0.013018,Prim.CRi.CD4.IL2,CRISPRi,7
38253,C17orf102,-0.12845,0.05771284475138698,12,5,1,0.013018,Prim.CRi.CD4.IL2,CRISPRi,6
38254,TEX33,-0.17647,0.07928832785735507,12,6,2,0.013018,Prim.CRi.CD4.IL2,CRISPRi,8
38255,DRAP1,-0.13114,0.058921467191100724,12,4,3,0.013018,Prim.CRi.CD4.IL2,CRISPRi,7
38256,OR2K2,-0.34319,0.15440020749523378,12,7,0,0.013117,Prim.CRi.CD4.IL2,CRISPRi,7
38257,CASP4,-0.33481,0.1506300692662351,12,8,1,0.013117,Prim.CRi.CD4.IL2,CRISPRi,9
38258,ZNF597,-0.24302,0.1093340086409619,12,8,1,0.013117,Prim.CRi.CD4.IL2,CRISPRi,9
38259,SPTY2D1,-0.24267,0.10942034933846685,12,7,0,0.013285,Prim.CRi.CD4.IL2,CRISPRi,7
38260,UNC50,-0.18481,0.08342684841012875,12,6,3,0.013372,Prim.CRi.CD4.IL2,CRISPRi,9
38261,STXBP4,-0.30153,0.13611653915429966,12,7,2,0.013372,Prim.CRi.CD4.IL2,CRISPRi,9
38262,SPOCD1,-0.30129,0.13600819846051454,12,7,1,0.013372,Prim.CRi.CD4.IL2,CRISPRi,8
38263,ENPEP,-0.21151,0.09548100712038818,12,8,2,0.013373,Prim.CRi.CD4.IL2,CRISPRi,10
38264,KCNC1,-0.041776,0.018872139293141497,12,5,2,0.013427,Prim.CRi.CD4.IL2,CRISPRi,7
38265,CNTF,0.029825,0.03793643668539914,12,5,3,0.78412,Prim.CRi.CD4.IL2,CRISPRi,8
38266,PKNOX1,-0.37161,0.1678733168020948,12,8,2,0.013427,Prim.CRi.CD4.IL2,CRISPRi,10
38267,MT1B,-0.27799,0.12565989351444662,12,7,1,0.013475,Prim.CRi.CD4.IL2,CRISPRi,8
38268,KRT14,-0.23643,0.10687351567905541,12,7,1,0.013475,Prim.CRi.CD4.IL2,CRISPRi,8
38269,SH2D3A,-0.23417,0.10590454701566271,12,6,0,0.013513,Prim.CRi.CD4.IL2,CRISPRi,6
38270,SPTSSA,-0.27538,0.1245419744509254,12,8,0,0.013513,Prim.CRi.CD4.IL2,CRISPRi,8
38271,C4orf22,-0.138,0.06252829491981632,12,5,2,0.013657,Prim.CRi.CD4.IL2,CRISPRi,7
38272,ARHGAP6,-0.30006,0.1360305121632832,12,8,2,0.013698,Prim.CRi.CD4.IL2,CRISPRi,10
38273,PPP3CB,-0.30279,0.13726814229794215,12,7,3,0.013698,Prim.CRi.CD4.IL2,CRISPRi,10
38274,CCDC187,-0.3057,0.13872710092759585,12,8,1,0.013776,Prim.CRi.CD4.IL2,CRISPRi,9
38275,IL36B,-0.085508,0.03886057400047238,12,3,1,0.01389,Prim.CRi.CD4.IL2,CRISPRi,4
38276,NOS1AP,-0.021334,0.009700446245072472,12,3,1,0.013929,Prim.CRi.CD4.IL2,CRISPRi,4
38277,ZNF266,-0.019321,0.008785146803273894,12,5,2,0.013929,Prim.CRi.CD4.IL2,CRISPRi,7
38278,TARM1,-0.23165,0.10535282109184835,12,6,1,0.013946,Prim.CRi.CD4.IL2,CRISPRi,7
38279,STK10,-0.32161,0.14664428066196483,12,7,1,0.014149,Prim.CRi.CD4.IL2,CRISPRi,8
38280,SP2,-0.28023,0.12783285829378982,12,7,1,0.014184,Prim.CRi.CD4.IL2,CRISPRi,8
38281,EEPD1,-0.097169,0.04432626059265804,12,5,2,0.014185,Prim.CRi.CD4.IL2,CRISPRi,7
38282,NCSTN,-0.16485,0.07520077451347319,12,6,3,0.014185,Prim.CRi.CD4.IL2,CRISPRi,9
38283,RPL22,-0.2338,0.10717366067893402,12,6,3,0.014573,Prim.CRi.CD4.IL2,CRISPRi,9
38284,IL1RL1,-0.15888,0.07287105278800785,12,4,2,0.014618,Prim.CRi.CD4.IL2,CRISPRi,6
38285,ZSWIM8,-0.16823,0.0771594738829718,12,5,0,0.014618,Prim.CRi.CD4.IL2,CRISPRi,5
38286,CLCNKB,-0.20398,0.09359111514540602,12,6,3,0.014648,Prim.CRi.CD4.IL2,CRISPRi,9
38287,DHDDS,-0.25979,0.11939666618154611,12,6,1,0.014783,Prim.CRi.CD4.IL2,CRISPRi,7
38288,COG6,-0.41607,0.19143243037415436,12,8,2,0.014873,Prim.CRi.CD4.IL2,CRISPRi,10
38289,NR5A1,-0.2842,0.13111026218969654,12,8,2,0.015093,Prim.CRi.CD4.IL2,CRISPRi,10
38290,LINGO3,-0.33036,0.1524052998486564,12,7,1,0.015093,Prim.CRi.CD4.IL2,CRISPRi,8
38291,ATP6V1E2,-0.72338,0.29998281529007115,4,4,0,0.0079456,Prim.CRi.CD4.IL2,CRISPRi,4
38292,KRT7,-0.099414,0.04590161408453288,12,4,1,0.015163,Prim.CRi.CD4.IL2,CRISPRi,5
38293,TRIM26,-0.25821,0.11922119392406738,12,7,3,0.015163,Prim.CRi.CD4.IL2,CRISPRi,10
38294,CRACR2B,0.033978,4.642171154019415,12,4,4,0.50292,Prim.CRi.CD4.IL2,CRISPRi,8
38295,XPOT,-0.23325,0.10780444771436917,12,7,1,0.015246,Prim.CRi.CD4.IL2,CRISPRi,8
38296,MCIDAS,-0.34723,0.16061538740555484,12,7,2,0.015314,Prim.CRi.CD4.IL2,CRISPRi,9
38297,HAP1,-0.18194,0.08415852197265976,12,5,2,0.015314,Prim.CRi.CD4.IL2,CRISPRi,7
38298,PRR9,-0.20238,0.09388852820027352,12,7,3,0.01556,Prim.CRi.CD4.IL2,CRISPRi,10
38299,PRPH,-0.04481,0.020788343456143176,12,5,3,0.01556,Prim.CRi.CD4.IL2,CRISPRi,8
38300,MTRF1L,-0.273,0.12680829751714562,12,7,2,0.015665,Prim.CRi.CD4.IL2,CRISPRi,9
38301,CCDC170,-0.2617,0.12155945589830404,12,6,2,0.015665,Prim.CRi.CD4.IL2,CRISPRi,8
38302,ETF1,-0.44534,0.20686009969335395,12,8,0,0.015665,Prim.CRi.CD4.IL2,CRISPRi,8
38303,DEFA3,-0.20178,0.09378088976551079,12,6,0,0.015714,Prim.CRi.CD4.IL2,CRISPRi,6
38304,TRIM43B,-0.023441,0.01042543983620051,8,2,1,0.012274,Prim.CRi.CD4.IL2,CRISPRi,3
38305,FGFR2,0.0029445,0.01426612369218059,12,5,4,0.58176,Prim.CRi.CD4.IL2,CRISPRi,9
38306,SCCPDH,-0.25497,0.1185703208854859,12,7,2,0.015763,Prim.CRi.CD4.IL2,CRISPRi,9
38307,ENY2,-0.29314,0.13640731120277233,12,7,1,0.015817,Prim.CRi.CD4.IL2,CRISPRi,8
38308,MFHAS1,-0.35215,0.16408546936692753,12,7,1,0.015931,Prim.CRi.CD4.IL2,CRISPRi,8
38309,GLI1,-0.33916,0.1581305189097033,12,7,3,0.015984,Prim.CRi.CD4.IL2,CRISPRi,10
38310,DOK4,0.053461,0.9650044639401372,12,4,4,0.47791,Prim.CRi.CD4.IL2,CRISPRi,8
38311,SPCS2,-0.13653,0.063727111332492,12,5,1,0.01608,Prim.CRi.CD4.IL2,CRISPRi,6
38312,TXNDC11,-0.23308,0.10879304994783003,12,6,2,0.01608,Prim.CRi.CD4.IL2,CRISPRi,8
38313,EMP3,-0.4244,0.19809408957379038,12,8,1,0.01608,Prim.CRi.CD4.IL2,CRISPRi,9
38314,CCDC8,-0.11018,0.051427914206503826,12,6,1,0.01608,Prim.CRi.CD4.IL2,CRISPRi,7
38315,MROH2B,-0.18787,0.08769070831344958,12,6,3,0.01608,Prim.CRi.CD4.IL2,CRISPRi,9
38316,CCER1,-0.2546,0.11883778323630308,12,6,1,0.01608,Prim.CRi.CD4.IL2,CRISPRi,7
