gene_name,chrom,tss,strand
CCDC27,chr1,3752450,+
APBA3,chr19,3761692,-
ADISSP,chr20,3767781,-
MRPL54,chr19,3762682,+
ADRA2C,chr4,3766348,+
RAX2,chr19,3772228,-
SMIM1,chr1,3772749,+
KLF6,chr10,3785281,-
SPEF1,chr20,3781448,-
MATK,chr19,3802129,-
LRRC47,chr1,3796498,-
CENPB,chr20,3786740,-
CDC25B,chr20,3786772,+
PARP11,chr12,3873448,-
PGAP2,chr11,3797819,+
LRRN1,chr3,3799431,+
NCBP3,chr17,3846246,-
ZFR2,chr19,3869038,-
AP5S1,chr20,3811384,+
CEP104,chr1,3857396,-
GLIS3,chr9,4348392,-
RHOG,chr11,3840959,-
MAVS,chr20,3846799,+
FAM50B,chr6,3849373,+
STIM1,chr11,3854527,+
DFFB,chr1,3857267,+
CAMKK1,chr17,3893053,-
ATCAY,chr19,3879864,+
PANK2,chr20,3888839,+
C1orf174,chr1,3900272,-
P2RX1,chr17,3916465,-
ATP2A3,chr17,3964464,-
RNF24,chr20,4015558,-
NMRK2,chr19,3933069,+
ADCY9,chr16,4116442,-
DAPK3,chr19,3971123,-
EEF2,chr19,3985463,-
ZZEF1,chr17,4143030,-
PIAS4,chr19,4007736,+
PRP4K,chr6,4021300,+
ZBTB7A,chr19,4066899,-
FAM217A,chr6,4087344,-
TEX56P,chr6,4087534,+
MAP2K2,chr19,4124122,-
RRM1,chr11,4094707,+
ECI2,chr6,4135597,-
SMOX,chr20,4120980,+
CYB5D2,chr17,4143168,+
CREB3L3,chr19,4153631,+
ANKFY1,chr17,4263979,-
SIRT6,chr19,4182563,-
ANKRD24,chr19,4182689,+
OTOP1,chr4,4226929,-
SRL,chr16,4242080,-
ADRA1D,chr20,4249287,-
EBI3,chr19,4229523,+
SSU72L5,chr11,4233217,+
TMEM128,chr4,4248223,-
SSU72L2,chr11,4242706,-
YJU2,chr19,4247080,+
TFAP4,chr16,4273023,-
LYAR,chr4,4290154,-
UBE2G1,chr17,4366675,-
CCND2,chr12,4269771,+
ENSG00000285901,chr12,4273762,+
SHD,chr19,4279266,+
SSU72L4,chr11,4288185,-
ZBTB49,chr4,4290251,+
TMIGD2,chr19,4302431,-
SETMAR,chr3,4303361,+
FSD1,chr19,4304598,+
TIGAR,chr12,4307763,+
GLIS2,chr16,4314761,+
STAP2,chr19,4338827,-
SSU72L3,chr11,4329790,+
PAM16,chr16,4355607,-
SSU72L1,chr11,4339345,-
CORO7-PAM16,chr16,4416587,-
MPND,chr19,4343527,+
NSG1,chr4,4348140,+
CORO7,chr16,4425705,-
SH3GL1,chr19,4400547,-
OR52B4,chr11,4368386,-
FGF23,chr12,4379712,-
VASN,chr16,4371848,+
TRIM21,chr11,4393702,-
CHAF1A,chr19,4402640,+
STX18,chr4,4542346,-
DNAJA3,chr16,4425805,+
FGF6,chr12,4445815,-
SPNS3,chr17,4433940,+
UBXN6,chr19,4457794,-
OR52K2,chr11,4449295,+
NMRAL1,chr16,4495763,-
HDGFL2,chr19,4472297,+
HMOX2,chr16,4474690,+
OR52K1,chr11,4482646,+
FERRY3,chr12,4538508,-
SLC1A1,chr9,4490468,+
ITPR1,chr3,4493345,+
SPNS2,chr17,4498881,+
PLIN4,chr19,4518486,-
CDIP1,chr16,4538828,-
PLIN5,chr19,4535224,-
ENSG00000267385,chr19,4540067,-
LRG1,chr19,4540036,-
RAD51AP1,chr12,4538890,+
MYBBP1A,chr17,4555386,-
SEMA6B,chr19,4581776,-
OR52M1,chr11,4545191,+
SPATA6L,chr9,4666674,-
C16orf96,chr16,4556340,+
GGT6,chr17,4560818,-
DYRK4,chr12,4562208,+
OR52I2,chr11,4581743,+
SMTNL2,chr17,4583999,+
OR52I1,chr11,4594039,+
TRIM68,chr11,4608231,-
ENSG00000272921,chr12,4604944,+
UBALD1,chr16,4615027,-
AKAP3,chr12,4649051,-
MGRN1,chr16,4616493,+
ALOX15,chr17,4642294,-
OR51D1,chr11,4637477,+
TNFAIP8L1,chr19,4639516,+
MYDGF,chr19,4670362,-
OR51E1,chr11,4643420,+
NDUFA9,chr12,4649114,+
ENSG00000255639,chr12,4649101,+
AJAP1,chr1,4654609,+
PLPP6,chr9,4662294,+
PELP1,chr17,4704337,-
DPP9,chr19,4724673,-
CDC37L1,chr9,4679559,+
OR51E2,chr11,4697854,-
FOXK1,chr7,4682295,+
PRNP,chr20,4686350,+
OR51C1P,chr11,4697853,-
NUDT16L1,chr16,4693562,+
ANKS3,chr16,4734377,-
MMP26,chr11,4704784,+
CDYL,chr6,4706159,+
AK3,chr9,4742043,-
ARRB2,chr17,4710630,+
GALNT8,chr12,4720400,+
PRND,chr20,4721909,+
MED11,chr17,4731428,+
CXCL16,chr17,4739928,-
DNAAF8,chr16,4734344,+
ZMYND15,chr17,4739833,+
ZNF500,chr16,4767624,-
OR51F1,chr11,4769938,-
TM4SF5,chr17,4771886,+
AP5Z1,chr7,4775623,+
SEPTIN12,chr16,4788398,-
RASSF2,chr20,4823608,-
VMO1,chr17,4786433,-
AKR1E2,chr10,4786629,+
SMIM22,chr16,4788397,+
GLTPD2,chr17,4788964,+
FEM1A,chr19,4791734,+
RCL1,chr9,4792944,+
PSMB6,chr17,4796144,+
ROGDI,chr16,4802633,-
RADIL,chr7,4883716,-
C17orf114,chr17,4807013,-
GLYR1,chr16,4847288,-
OR52R1,chr11,4804380,-
PLD2,chr17,4807152,+
KCNA6,chr12,4809334,+
TICAM1,chr19,4831712,-
OR51F2,chr11,4821321,+
MINK1,chr17,4833340,+
PLIN3,chr19,4867694,-
UBN1,chr16,4846665,+
OR51S1,chr11,4849208,-
SLC23A2,chr20,5010293,-
PAPOLB,chr7,4862030,-
MSX1,chr4,4859665,+
OR51T1,chr11,4881819,+
PPL,chr16,4960741,-
ARRDC5,chr19,4902899,-
CHRNE,chr17,4934438,-
C17orf107,chr17,4899418,+
UHRF1,chr19,4903080,+
OR51A7,chr11,4903783,+
MMD2,chr7,4959212,-
KCNA1,chr12,4909905,+
OR51G2,chr11,4919350,-
OR51G1,chr11,4924339,-
GP1BA,chr17,4932277,+
SLC25A11,chr17,4940053,-
RNF167,chr17,4940008,+
OR51A4,chr11,4947605,-
PFN1,chr17,4949061,-
ENO3,chr17,4948092,+
OR51A2,chr11,4955713,-
SEC14L5,chr16,4958330,+
SPAG7,chr17,4967817,-
AKR1C1,chr10,4963253,+
CAMTA2,chr17,4987675,-
KDM4B,chr19,4969113,+
BHLHE40,chr3,4979437,+
RBAK-RBAKDN,chr7,4983718,+
JAK2,chr9,4984390,+
AKR1C2,chr10,5018031,-
INCA1,chr17,4997610,-
RPP40,chr6,5004063,-
OR51L1,chr11,4994851,+
KIF1C,chr17,4997950,+
PCDH11Y,chrY,5000226,+
CYTL1,chr4,5019458,-
NAGPA,chr16,5034141,-
SLC52A1,chr17,5052009,-
ALG1,chr16,5033923,+
AKR1C3,chr10,5035354,+
KCNA5,chr12,5043879,+
C16orf89,chr16,5066110,-
RBAK,chr7,5045821,+
OR52J3,chr11,5046526,+
STK32B,chr4,5051480,+
OR52E2,chr11,5059627,-
TMEM230,chr20,5113087,-
OR52E1,chr11,5069572,+
RBAKDN,chr7,5072125,+
ZFP3,chr17,5078467,+
EEF2KMT,chr16,5097795,-
PPP1R3G,chr6,5085341,+
LYRM4,chr6,5260950,-
ZNF232,chr17,5111891,-
PCNA,chr20,5126626,-
USP6,chr17,5116032,+
ARL8B,chr3,5122292,+
INSL6,chr9,5185647,-
CDS2,chr20,5126879,+
OR52A5,chr11,5138356,-
ADAMTS16,chr5,5140330,+
AKAIN1,chr18,5197503,-
OR52A1,chr11,5154757,-
AKR1C8,chr10,5185181,-
PTPRS,chr19,5340812,-
ZNF594,chr17,5191868,-
EDEM1,chr3,5187707,+
WIPI2,chr7,5190196,+
AKR1C4,chr10,5195463,+
OR51V1,chr11,5200682,-
SCIMP,chr17,5234860,-
HBB,chr11,5229395,-
INSL4,chr9,5231419,+
HBD,chr11,5243657,-
RBFOX1,chr16,5239802,+
HBG1,chr11,5249857,-
ENSG00000284931,chr11,5254783,-
HBG2,chr11,5505605,-
ENSG00000239920,chr11,5624894,-
FARS2,chr6,5261044,+
HBE1,chr11,5505652,-
SLC29A4,chr7,5274369,+
RABEP1,chr17,5282265,+
ZBTB14,chr18,5297053,-
PROKR2,chr20,5316954,-
RLN2,chr9,5304716,-
OR51B4,chr11,5301946,-
OR51B5,chr11,5505652,-
TNRC18,chr7,5425414,-
OR51B2,chr11,5324297,-
RLN1,chr9,5339876,-
OR51B6,chr11,5351508,+
PLGRKT,chr9,5437925,-
NUP88,chr17,5420164,-
UCN3,chr10,5364966,+
OR51M1,chr11,5383812,+
EPB41L3,chr18,5630700,-
TUBAL3,chr10,5404828,-
NET1,chr10,5412557,+
RPAIN,chr17,5419641,+
ICE1,chr5,5420664,+
OR51Q1,chr11,5422111,+
FBXL18,chr7,5513809,-
NTF3,chr12,5432108,+
C1QBP,chr17,5448830,-
OR51I1,chr11,5441514,-
DHX33,chr17,5468982,-
OR51I2,chr11,5449323,+
CD274,chr9,5450503,+
ZNRF4,chr19,5455417,+
DERL2,chr17,5486811,-
MIS12,chr17,5486285,+
OR52D1,chr11,5488685,+
CALML5,chr10,5499570,-
NLRP1,chr17,5619424,-
ENSG00000286190,chr17,5501006,-
UBQLN3,chr11,5509958,-
PDCD1LG2,chr9,5510531,+
UBQLNL,chr11,5518431,-
CALML3,chr10,5524961,+
ACTB,chr7,5563902,-
ANO2,chr12,5946232,-
EVC2,chr4,5709548,-
GPCPD1,chr20,5611006,-
OR52H1,chr11,5548540,-
TINCR,chr19,5578349,-
OR52B6,chr11,5580877,+
SAFB2,chr19,5624046,-
FSCN1,chr7,5592816,+
TRIM6,chr11,5596109,+
TRIM6-TRIM34,chr11,5596725,+
TRIM34,chr11,5619764,+
RNF216,chr7,5781696,-
SAFB,chr19,5623083,+
RIC1,chr9,5629025,+
ASB13,chr10,5666595,-
TRIM5,chr11,5938619,-
RPL36,chr19,5674947,+
MICOS13,chr19,5680516,-
HSD11B1L,chr19,5680604,+
TASOR2,chr10,5684731,+
TRIM22,chr11,5689697,+
LONP1,chr19,5720572,-
SOX11,chr2,5692384,+
EVC,chr4,5711201,+
CATSPERD,chr19,5720637,+
OR52P1,chr11,5726502,+
OR56B1,chr11,5736448,+
CRMP1,chr4,5893086,-
ERMP1,chr9,5879537,-
SHLD1,chr20,5750393,+
OR52N4,chr11,5754243,+
OR56B2P,chr11,5761153,+
GDI2,chr10,5842132,-
ENSG00000285471,chr17,5772926,+
OR52N5,chr11,5783355,-
PRR22,chr19,5784746,-
ENSG00000267157,chr19,5785619,-
DUS3L,chr19,5791206,-
OR52N1,chr11,5791265,-
NRTN,chr19,5805067,+
OR52N2,chr11,5808924,+
FUT6,chr19,5839717,-
NLGN4X,chrX,6228867,-
OR52E6,chr11,5841952,-
FUT3,chr19,5851471,-
OR52E8,chr11,5857690,-
ANKRD16,chr10,5889906,-
NPHP4,chr1,5992473,-
FUT5,chr19,5870540,-
ENSG00000267740,chr19,5903703,-
OCM,chr7,5879827,+
OR52E4,chr11,5880629,+
BRD10,chr9,6008482,-
TMEM200C,chr18,5895955,-
FBH1,chr10,5890203,+
MLANA,chr9,5890889,+
NDUFA11,chr19,5904006,-
OR52E5,chr11,5893208,+
C4orf50,chr4,6200555,-
CCZ1,chr7,5898733,+
ENSG00000267314,chr19,5904841,+
VMAC,chr19,5904872,+
CHGB,chr20,5911510,+
CAPS,chr19,5912339,+
RANBP3,chr19,5978142,-
RSPH10B,chr7,5970689,-
TRMT6,chr20,5950558,-
OR56A3,chr11,5938751,+
IL15RA,chr10,5978187,-
VWF,chr12,6124770,-
MCM8,chr20,5950652,+
ENSG00000286235,chr20,5950949,+
L3MBTL4,chr18,6415237,-
OR56A5,chr11,5968494,-
PMS2,chr7,6009130,-
OR52L1,chr11,5986985,-
KCNAB2,chr1,5990927,+
RFX2,chr19,6199572,-
NRN1,chr6,6007605,-
OR56A4,chr11,6006946,-
CRLS1,chr20,6006093,+
AIMP2,chr7,6009255,+
IL2RA,chr10,6062370,-
RANBP6,chr9,6015625,-
OR56A1,chr11,6034338,-
EIF2AK1,chr7,6059175,-
JAKMIP1,chr4,6200591,-
ANKRD61,chr7,6031376,+
LRRN4,chr20,6054060,-
WSCD1,chr17,6057807,+
ENSG00000284684,chr4,6070162,-
FERMT1,chr20,6123073,-
RBM17,chr10,6089034,+
CHD5,chr1,6180321,-
USP42,chr7,6104949,+
OR56B4,chr11,6107684,+
ACSBG2,chr19,6135247,+
F13A1,chr6,6321013,-
PFKFB3,chr10,6144934,+
ENSG00000285629,chr1,6197757,-
CYTH3,chr7,6272644,-
OR52B2,chr11,6170326,-
RPL22,chr1,6209389,-
OR52W1,chr11,6199224,+
CD9,chr12,6199715,+
RNF207,chr1,6206119,+
C11orf42,chr11,6205557,+
MLLT1,chr19,6279975,-
FHIP1B,chr11,6234711,-
IL33,chr9,6215786,+
ICMT,chr1,6235964,-
CNGA4,chr11,6234765,+
HES3,chr1,6244179,+
TSPY2,chrY,6246223,+
GPR153,chr1,6261098,-
CCKBR,chr11,6259806,+
ACOT7,chr1,6393767,-
WFS1,chr4,6269849,+
ACER1,chr19,6333612,-
PLEKHG6,chr12,6310436,+
CAVIN3,chr11,6320532,-
PPP2R2C,chr4,6563600,-
TPD52L3,chr9,6328375,+
TNFRSF1A,chr12,6342085,-
SMIM10L3,chr7,6348967,-
FAM220A,chr7,6348981,-
SCNN1A,chr12,6377730,-
CLPP,chr19,6361427,+
MED10,chr5,6378547,-
ALKBH7,chr19,6372794,+
RAC1,chr7,6374527,+
LTBR,chr12,6375045,+
PSPN,chr19,6379058,-
GTF2F1,chr19,6393981,-
SMPD1,chr11,6390440,+
AIPL1,chr17,6435199,-
APBB1,chr11,6419414,-
MCPH1,chr8,6406592,+
DAGLB,chr7,6484190,-
HES2,chr1,6424670,-
KHSRP,chr19,6424811,-
UHRF2,chr9,6413193,+
ESPN,chr1,6424776,+
SLC25A41,chr19,6433763,-
PRKCQ,chr10,6580301,-
HPX,chr11,6442617,-
SLC25A23,chr19,6465203,-
PIMREG,chr17,6444441,+
CD27,chr12,6444955,+
KDELR2,chr7,6484190,-
TRIM3,chr11,6474459,-
UBE2QL1,chr5,6448859,+
PITPNM3,chr17,6556555,-
TAPBPL,chr12,6451690,+
TNFRSF25,chr1,6466175,-
VAMP1,chr12,6470677,-
CRB3,chr19,6463777,+
PLEKHG5,chr1,6520074,-
DENND1C,chr19,6482557,-
ARFIP2,chr11,6481479,-
ENSG00000283977,chr11,6481485,+
TIMM10B,chr11,6481501,+
ENSG00000275895,chr21,6499248,-
MRPL51,chr12,6493841,-
NCAPD2,chr12,6493356,+
TUBB4A,chr19,6502848,-
GRID2IP,chr7,6551461,-
DNHD1,chr11,6497280,+
ANGPT2,chr8,6563409,-
NOL9,chr1,6554513,-
TNFSF9,chr19,6531026,+
GLDC,chr9,6645729,-
VCX3A,chrX,6535118,-
GAPDH,chr12,6534517,+
IFFO1,chr12,6556073,-
TAS1R1,chr1,6555307,+
NOP2,chr12,6568691,-
ENSG00000285238,chr12,6607367,-
CHD4,chr12,6614524,-
MAN2B2,chr4,6575189,+
ZDHHC4,chr7,6577434,+
KIAA0753,chr17,6640711,-
ENSG00000282936,chr17,6640711,-
ZBTB48,chr1,6579994,+
CD70,chr19,6604103,-
LY86,chr6,6588108,+
INTS15,chr7,6590021,+
KLHL21,chr1,6614607,-
RRP8,chr11,6603616,-
NSUN2,chr5,6633044,-
ILK,chr11,6603708,+
TAF10,chr11,6612539,-
TPP1,chr11,6619448,-
PHF13,chr1,6613731,+
ZNF853,chr7,6615610,+
LPAR5,chr12,6635960,-
DCHS1,chr11,6655809,-
THAP3,chr1,6624868,+
SRD5A1,chr5,6633440,+
DNAJC11,chr1,6701924,-
ZNF316,chr7,6637318,+
ACRBP,chr12,6647433,-
MRFAP1,chr4,6640091,+
TXNDC17,chr17,6640985,+
MED31,chr17,6651634,-
ING4,chr12,6663142,-
C17orf100,chr17,6651762,+
TNFSF14,chr19,6670588,-
MRFAP1L2,chr4,6663396,+
ZNF384,chr12,6689510,-
PUDP,chrX,7148158,-
C3,chr19,6730562,-
MRPL17,chr11,6683340,-
SLC13A5,chr17,6713377,-
ZNF12,chr7,6706947,-
PIANP,chr12,6700815,-
S100P,chr4,6693878,+
MRFAP1L1,chr4,6709865,-
AGPAT5,chr8,6708642,+
TENT4A,chr5,6713432,+
BLOC1S4,chr4,6716174,+
KDM4C,chr9,6720863,+
COPS7A,chr12,6724014,+
ARHGAP28,chr18,6729716,+
GPR108,chr19,6737580,-
TRIP10,chr19,6737925,+
MLF2,chr12,6767475,-
SH2D3A,chr19,6767463,-
RSPH10B2,chr7,6754103,+
XAF1,chr17,6755565,+
PTMS,chr12,6765516,+
OR2AG2,chr11,6771976,-
BMP2,chr20,6767686,+
GRM7,chr3,6770069,+
LAG3,chr12,6772519,+
VAV1,chr19,6772708,+
FBXO39,chr17,6776215,+
KIAA0232,chr4,6781375,+
OR2AG1,chr11,6783020,+
CAMTA1,chr1,6785454,+
CD4,chr12,6786858,+
TEKT1,chr17,6831729,-
OR6A2,chr11,6799689,-
CCZ1B,chr7,6826770,-
XKR5,chr8,6835524,-
GPR162,chr12,6821704,+
P3H3,chr12,6828407,+
GNB3,chr12,6840211,+
CMPK2,chr2,6866635,-
CDCA3,chr12,6851292,-
OR10A5,chr11,6845683,+
USP5,chr12,6852148,+
OR10A2,chr11,6863057,+
RSAD2,chr2,6865557,+
AMELY,chrY,6911752,-
TPI1,chr12,6867119,+
DEFB1,chr8,6877936,-
SPSB2,chr12,6889358,-
LRRC23,chr12,6873569,+
OR10A4,chr11,6876625,+
ADGRE1,chr19,6887566,+
OR2D2,chr11,6892500,-
TBC1D14,chr4,6909242,+
TBL1Y,chrY,6910686,+
ENO2,chr12,6913745,+
RNF144A,chr2,6917412,+
OR2D3,chr11,6921002,+
ATN1,chr12,6924463,+
DEFA6,chr8,6926076,-
ZNF215,chr11,6926404,+
DEFA4,chr8,6938306,-
LAMA1,chr18,7117797,-
C12orf57,chr12,6943433,+
PTPN6,chr12,6946468,+
PHB2,chr12,6970780,-
EMG1,chr12,6970913,+
ENSG00000290146,chr12,6970921,+
LPCAT3,chr12,7018476,-
DEFA1,chr8,6980092,-
C1S,chr12,6988259,+
ALOX12,chr17,6996049,+
DEFA1B,chr8,6999198,-
ZNF214,chr11,7020346,-
RNASEK,chr17,7012417,+
RNASEK-C17orf49,chr17,7013733,+
C17orf49,chr17,7014495,+
DEFA3,chr8,7018297,-
MBD3L2B,chr19,7021431,-
NLRP14,chr11,7020479,+
BCL6B,chr17,7023050,+
MBD3L5,chr19,7030578,+
SLC16A13,chr17,7036015,+
MBD3L4,chr19,7040179,-
CFAP184,chr4,7043001,-
SLC16A11,chr17,7044092,-
TADA2B,chr4,7041899,+
MBD3L2,chr19,7049321,+
DEFA5,chr8,7056739,-
MBD3L3,chr19,7069665,-
GRPEL1,chr4,7068085,-
ZNF557,chr19,7069703,+
CLEC10A,chr17,7080307,-
C1R,chr12,7092540,-
RBMXL2,chr11,7088998,+
C1RL,chr12,7109238,-
ASGR2,chr17,7115700,-
RREB1,chr6,7107597,+
INSR,chr19,7294414,-
RBP5,chr12,7128889,-
CLSTN3,chr12,7129698,+
STS,chrX,7147291,+
C1GALT1,chr7,7156934,+
SFMBT2,chr10,7411488,-
ASGR1,chr17,7179564,-
DLG4,chr17,7219836,-
PEX5,chr12,7188685,+
SORCS2,chr4,7192538,+
ACADVL,chr17,7217125,+
DVL2,chr17,7234517,-
LRRC30,chr18,7231089,+
PHF23,chr17,7239722,-
SYT9,chr11,7251904,+
GABARAP,chr17,7242449,-
ENSG00000262526,chr17,7244635,-
CTDNEP1,chr17,7252491,-
ENSG00000262302,chr17,7262089,-
ELP5,chr17,7251416,+
FAM90A15,chr8,7256904,+
CLDN7,chr17,7263983,-
FAM90A3,chr8,7264526,+
SSR1,chr6,7347446,-
FAM90A13,chr8,7279770,+
SLC2A4,chr17,7281718,+
FAM90A5,chr8,7287392,+
YBX2,chr17,7294639,-
FAM90A20,chr8,7295014,+
ACSM4,chr12,7304072,+
EIF5A,chr17,7306999,+
GPS2,chr17,7315360,-
ENSG00000261915,chr17,7319174,-
DEFB109B,chr8,7312722,+
NEURL4,chr17,7329393,-
CAGE1,chr6,7389742,-
USP17L1,chr8,7332387,+
ACAP1,chr17,7336529,+
USP17L4,chr8,7337115,+
CD163L1,chr12,7479897,-
ARHGEF18,chr19,7348937,+
KCTD11,chr17,7351889,+
TMEM95,chr17,7355123,+
ZNF705G,chr8,7385558,-
COL28A1,chr7,7535873,-
DEFB108C,chr8,7373114,+
TNK1,chr17,7380534,+
PLSCR3,chr17,7394807,-
TMEM256-PLSCR3,chr17,7404097,-
RIOK1,chr6,7389808,+
ADCY2,chr5,7396138,+
TMEM256,chr17,7404097,-
NLGN2,chr17,7404874,+
DEFB4B,chr8,7416863,-
SPEM1,chr17,7420324,+
SPEM2,chr17,7425616,+
SPEM3,chr17,7428857,+
ENSG00000286007,chr17,7428861,+
DEFB103B,chr8,7430348,-
PSAPL1,chr4,7434930,-
TMEM102,chr17,7435435,+
FGF11,chr17,7438273,+
SPAG11B,chr8,7463674,-
CHRNB1,chr17,7445061,+
ZBTB4,chr17,7484263,-
DEFB104B,chr8,7475082,-
CD163,chr12,7503893,-
PEX11G,chr19,7497449,-
SLC35G6,chr17,7481446,+
DEFB106B,chr8,7486400,-
POLR2A,chr17,7484366,+
OLFML1,chr11,7485388,+
DEFB105B,chr8,7487679,+
SAXO5,chr19,7492976,+
DEFB107B,chr8,7495911,+
ENSG00000267952,chr19,7507082,+
PPFIBP2,chr11,7513298,+
ZNF358,chr19,7515292,+
MCOLN1,chr19,7522624,+
ENSG00000268614,chr19,7533595,+
PNPLA6,chr19,7534004,+
PRR23D1,chr8,7539627,+
DSP,chr6,7541326,+
TNFSF12,chr17,7548508,+
TNFSF12-TNFSF13,chr17,7549099,+
FAM90A7,chr8,7559712,-
TNFSF13,chr17,7558292,+
ITIH5,chr10,7666998,-
SENP3,chr17,7561919,+
SENP3-EIF4A1,chr17,7563287,+
PTPRM,chr18,7566782,+
MIOS,chr7,7566875,+
FAM90A22,chr8,7575006,-
EIF4A1,chr17,7572825,+
CD68,chr17,7579491,+
FAM90A23,chr8,7582653,-
MPDU1,chr17,7583529,+
SOX15,chr17,7590094,-
SNRNP48,chr6,7590198,+
FXR2,chr17,7614897,-
CAMSAP3,chr19,7595863,+
SHBG,chr17,7614064,+
XAB2,chr19,7629545,-
SAT2,chr17,7627876,-
PET100,chr19,7629788,+
ENSG00000268400,chr19,7629800,+
PCP2,chr19,7633719,-
RPA3,chr7,7718607,-
STXBP2,chr19,7637105,+
UMAD1,chr7,7640711,+
ATP1B2,chr17,7646627,+
APOBEC1,chr12,7665908,-
TP53,chr17,7687546,-
CYB5R2,chr11,7677222,-
RETN,chr19,7669049,+
MCEMP1,chr19,7677088,+
ENSG00000269711,chr19,7678501,+
TRAPPC5,chr19,7680833,+
WRAP53,chr17,7686071,+
FCER2,chr19,7702146,-
OVCH2,chr11,7706477,-
GDF3,chr12,7695775,-
ITIH2,chr10,7703316,+
EFNB3,chr17,7705202,+
DPPA3,chr12,7711433,+
FAM90A14,chr8,7715443,+
DNAH2,chr17,7717744,+
FAM90A18,chr8,7723091,+
CLEC4C,chr12,7751620,-
BMP6,chr6,7726099,+
CLEC4G,chr19,7733906,-
ENSG00000288669,chr19,7742145,-
FAM90A16,chr8,7730739,+
FAM90A8,chr8,7738387,+
CD209,chr19,7747564,-
FAM90A17,chr8,7746034,+
KIN,chr10,7787993,-
FAM90A19,chr8,7753682,+
AFAP1,chr4,7939926,-
FAM90A9,chr8,7761330,+
CLEC4M,chr19,7763210,+
NANOGNB,chr12,7765216,+
FAM90A10,chr8,7768977,+
VAMP3,chr1,7771296,+
PRR23D2,chr8,7781413,-
PER3,chr1,7784291,+
NANOG,chr12,7787794,+
ATP5F1C,chr10,7788147,+
OR5P2,chr11,7796942,-
DMAC1,chr9,7888380,-
DEFB107A,chr8,7815716,-
SLC2A14,chr12,7891148,-
TAF3,chr10,7818505,+
DEFB105A,chr8,7823880,-
OR5P3,chr11,7830840,-
DEFB106A,chr8,7825139,+
EVI5L,chr19,7830218,+
CFAP90,chr5,7851151,-
KDM6B,chr17,7834217,+
DEFB104A,chr8,7836436,+
VCX,chrX,7842262,+
UTS2,chr1,7853512,-
SPAG11A,chr8,7847876,+
MTRR,chr5,7851186,+
TMEM88,chr17,7855066,+
NAA38,chr17,7885238,-
CYB5D1,chr17,7857746,+
FASTKD3,chr5,7869037,-
PRR36,chr19,7874390,-
DEFB103A,chr8,7881392,+
TXNDC5,chr6,7910788,-
BLOC1S5-TXNDC5,chr6,8064364,-
HAO1,chr20,7940458,-
CHD3,chr17,7884796,+
LRRC8E,chr19,7888505,+
DEFB4A,chr8,7894677,+
PNPLA4,chrX,7927739,-
MAP2K7,chr19,7903843,+
RNF227,chr17,7916289,-
TGFBR3L,chr19,7914830,+
TNFRSF9,chr1,7943165,-
SLC2A3,chr12,8019007,-
SNAPC2,chr19,7920338,+
KCNAB3,chr17,7929856,-
CTXN1,chr19,7926135,-
OR10A6,chr11,7931268,-
ENSG00000262730,chr17,7930622,-
ZNF705B,chr8,7926337,+
TIMM44,chr19,7943666,-
TRAPPC1,chr17,7932123,-
CNTROB,chr17,7932101,+
OR10A3,chr11,7941708,-
PARK7,chr1,7954291,+
NLRP10,chr11,7965447,-
ELAVL1,chr19,8005659,-
ABLIM2,chr4,8158832,-
GLCCI1,chr7,7968796,+
EIF3F,chr11,7970251,+
USP17L8,chr8,7973253,-
USP17L3,chr8,7977985,-
TMX4,chr20,8019805,-
DEFB109C,chr8,7997645,-
GUCY2D,chr17,8002615,+
ERRFI1,chr1,8026309,-
FAM90A11,chr8,8015352,-
BLOC1S5,chr6,8064389,-
EEF1E1-BLOC1S5,chr6,8102530,-
TUB,chr11,8019244,+
FAM90A24,chr8,8022998,-
FAM90A12,chr8,8030646,-
FOXJ2,chr12,8032716,+
ALOX15B,chr17,8039034,+
GATA3,chr10,8045378,+
CCL25,chr19,8052318,+
C3AR1,chr12,8066359,-
FBN3,chr19,8149592,-
ALOX12B,chr17,8087716,-
EEF1E1,chr6,8102559,-
NECAP1,chr12,8076939,+
PLCB1,chr20,8077251,+
ALOXE3,chr17,8119047,-
RIC3,chr11,8169055,-
ICA1,chr7,8262687,-
HES7,chr17,8124106,-
CLEC4A,chr12,8123617,+
ENSG00000284393,chr12,8138140,+
PER1,chr17,8156405,-
ENSG00000263620,chr17,8162975,-
ZNF705A,chr12,8157015,+
VAMP2,chr17,8163546,-
VCX2,chrX,8171267,-
TMEM107,chr17,8176399,-
SH3TC1,chr4,8182072,+
BORCS6,chr17,8190180,-
AURKB,chr17,8210584,-
CERS4,chr19,8206736,+
FAM90A1,chr12,8227618,-
LMO1,chr11,8268716,-
CTC1,chr17,8248058,-
PFAS,chr17,8247618,+
HTRA3,chr4,8269754,+
SLC25A35,chr17,8295400,-
RANGRF,chr17,8288654,+
CD320,chr19,8308358,-
ENSG00000167774,chr19,8321379,-
NDUFA7,chr19,8321375,-
ARHGEF15,chr17,8310241,+
PTPRD,chr9,10613002,-
PRAG1,chr8,8386439,-
SLC45A1,chr1,8318114,+
RPS28,chr19,8321496,+
KANK3,chr19,8343262,-
ODF4,chr17,8339840,+
RERE,chr1,8848921,-
KRBA2,chr17,8376704,-
ANGPTL4,chr19,8363289,+
ACOX3,chr4,8440723,-
ENSG00000263809,chr17,8383187,-
RPL26,chr17,8383213,-
RAB11B,chr19,8389981,+
